Parameters Labels,Par_0,Wavelength0,Exp_0,,,
,0.0000000E+0,5.3164363E+0,0.0000000E+0,,,
,0.0000000E+0,5.3204367E+0,0.0000000E+0,,,
,0.0000000E+0,5.3244370E+0,0.0000000E+0,,,
,0.0000000E+0,5.3284373E+0,1.0000000E+0,,,
,0.0000000E+0,5.3324377E+0,0.0000000E+0,,,
,0.0000000E+0,5.3364380E+0,1.0000000E+0,,,
,0.0000000E+0,5.3404383E+0,0.0000000E+0,,,
,0.0000000E+0,5.3444386E+0,2.0000000E+0,,,
,0.0000000E+0,5.3484390E+0,1.0000000E+0,,,
,0.0000000E+0,5.3524393E+0,0.0000000E+0,,,
,0.0000000E+0,5.3564396E+0,0.0000000E+0,,,
,0.0000000E+0,5.3604400E+0,0.0000000E+0,,,
,0.0000000E+0,5.3644403E+0,0.0000000E+0,,,
,0.0000000E+0,5.3684406E+0,0.0000000E+0,,,
,0.0000000E+0,5.3724409E+0,0.0000000E+0,,,
,0.0000000E+0,5.3764413E+0,1.0000000E+0,,,
,0.0000000E+0,5.3804416E+0,2.0000000E+0,,,
,0.0000000E+0,5.3844419E+0,0.0000000E+0,,,
,0.0000000E+0,5.3884423E+0,0.0000000E+0,,,
,0.0000000E+0,5.3924426E+0,0.0000000E+0,,,
,0.0000000E+0,5.3964429E+0,0.0000000E+0,,,
,0.0000000E+0,5.4004432E+0,1.0000000E+0,,,
,0.0000000E+0,5.4044436E+0,0.0000000E+0,,,
,0.0000000E+0,5.4084439E+0,0.0000000E+0,,,
,0.0000000E+0,5.4124442E+0,0.0000000E+0,,,
,0.0000000E+0,5.4164446E+0,0.0000000E+0,,,
,0.0000000E+0,5.4204449E+0,1.0000000E+0,,,
,0.0000000E+0,5.4244452E+0,0.0000000E+0,,,
,0.0000000E+0,5.4284455E+0,1.0000000E+0,,,
,0.0000000E+0,5.4324459E+0,0.0000000E+0,,,
,0.0000000E+0,5.4364462E+0,0.0000000E+0,,,
,0.0000000E+0,5.4404465E+0,1.0000000E+0,,,
,0.0000000E+0,5.4444469E+0,0.0000000E+0,,,
,0.0000000E+0,5.4484472E+0,2.0000000E+0,,,
,0.0000000E+0,5.4524475E+0,1.0000000E+0,,,
,0.0000000E+0,5.4564478E+0,0.0000000E+0,,,
,0.0000000E+0,5.4604482E+0,2.0000000E+0,,,
,0.0000000E+0,5.4644485E+0,0.0000000E+0,,,
,0.0000000E+0,5.4684488E+0,1.0000000E+0,,,
,0.0000000E+0,5.4724492E+0,0.0000000E+0,,,
,0.0000000E+0,5.4764495E+0,0.0000000E+0,,,
,0.0000000E+0,5.4804498E+0,0.0000000E+0,,,
,0.0000000E+0,5.4844501E+0,1.0000000E+0,,,
,0.0000000E+0,5.4884505E+0,0.0000000E+0,,,
,0.0000000E+0,5.4924508E+0,0.0000000E+0,,,
,0.0000000E+0,5.4964511E+0,0.0000000E+0,,,
,0.0000000E+0,5.5004515E+0,0.0000000E+0,,,
,0.0000000E+0,5.5044518E+0,0.0000000E+0,,,
,0.0000000E+0,5.5084521E+0,1.0000000E+0,,,
,0.0000000E+0,5.5124524E+0,0.0000000E+0,,,
,0.0000000E+0,5.5164528E+0,2.0000000E+0,,,
,0.0000000E+0,5.5204531E+0,1.0000000E+0,,,
,0.0000000E+0,5.5244534E+0,0.0000000E+0,,,
,0.0000000E+0,5.5284537E+0,0.0000000E+0,,,
,0.0000000E+0,5.5324541E+0,0.0000000E+0,,,
,0.0000000E+0,5.5364544E+0,0.0000000E+0,,,
,0.0000000E+0,5.5404547E+0,1.0000000E+0,,,
,0.0000000E+0,5.5444551E+0,0.0000000E+0,,,
,0.0000000E+0,5.5484554E+0,0.0000000E+0,,,
,0.0000000E+0,5.5524557E+0,0.0000000E+0,,,
,0.0000000E+0,5.5564560E+0,0.0000000E+0,,,
,0.0000000E+0,5.5604564E+0,0.0000000E+0,,,
,0.0000000E+0,5.5644567E+0,0.0000000E+0,,,
,0.0000000E+0,5.5684570E+0,0.0000000E+0,,,
,0.0000000E+0,5.5724574E+0,0.0000000E+0,,,
,0.0000000E+0,5.5764577E+0,0.0000000E+0,,,
,0.0000000E+0,5.5804580E+0,0.0000000E+0,,,
,0.0000000E+0,5.5844583E+0,0.0000000E+0,,,
,0.0000000E+0,5.5884587E+0,1.0000000E+0,,,
,0.0000000E+0,5.5924590E+0,0.0000000E+0,,,
,0.0000000E+0,5.5964593E+0,0.0000000E+0,,,
,0.0000000E+0,5.6004597E+0,0.0000000E+0,,,
,0.0000000E+0,5.6044600E+0,0.0000000E+0,,,
,0.0000000E+0,5.6084603E+0,0.0000000E+0,,,
,0.0000000E+0,5.6124606E+0,0.0000000E+0,,,
,0.0000000E+0,5.6164610E+0,0.0000000E+0,,,
,0.0000000E+0,5.6204613E+0,0.0000000E+0,,,
,0.0000000E+0,5.6244616E+0,1.0000000E+0,,,
,0.0000000E+0,5.6284620E+0,0.0000000E+0,,,
,0.0000000E+0,5.6324623E+0,0.0000000E+0,,,
,0.0000000E+0,5.6364626E+0,0.0000000E+0,,,
,0.0000000E+0,5.6404629E+0,0.0000000E+0,,,
,0.0000000E+0,5.6444633E+0,2.0000000E+0,,,
,0.0000000E+0,5.6484636E+0,0.0000000E+0,,,
,0.0000000E+0,5.6524639E+0,0.0000000E+0,,,
,0.0000000E+0,5.6564643E+0,1.0000000E+0,,,
,0.0000000E+0,5.6604646E+0,0.0000000E+0,,,
,0.0000000E+0,5.6644649E+0,0.0000000E+0,,,
,0.0000000E+0,5.6684652E+0,0.0000000E+0,,,
,0.0000000E+0,5.6724656E+0,0.0000000E+0,,,
,0.0000000E+0,5.6764659E+0,0.0000000E+0,,,
,0.0000000E+0,5.6804662E+0,0.0000000E+0,,,
,0.0000000E+0,5.6844666E+0,0.0000000E+0,,,
,0.0000000E+0,5.6884669E+0,0.0000000E+0,,,
,0.0000000E+0,5.6924672E+0,0.0000000E+0,,,
,0.0000000E+0,5.6964675E+0,0.0000000E+0,,,
,0.0000000E+0,5.7004679E+0,0.0000000E+0,,,
,0.0000000E+0,5.7044682E+0,0.0000000E+0,,,
,0.0000000E+0,5.7084685E+0,0.0000000E+0,,,
,0.0000000E+0,5.7124689E+0,0.0000000E+0,,,
,0.0000000E+0,5.7164692E+0,0.0000000E+0,,,
,0.0000000E+0,5.7204695E+0,0.0000000E+0,,,
,0.0000000E+0,5.7244698E+0,1.0000000E+0,,,
,0.0000000E+0,5.7284702E+0,0.0000000E+0,,,
,0.0000000E+0,5.7324705E+0,1.0000000E+0,,,
,0.0000000E+0,5.7364708E+0,0.0000000E+0,,,
,0.0000000E+0,5.7404712E+0,0.0000000E+0,,,
,0.0000000E+0,5.7444715E+0,0.0000000E+0,,,
,0.0000000E+0,5.7484718E+0,0.0000000E+0,,,
,0.0000000E+0,5.7524721E+0,1.0000000E+0,,,
,0.0000000E+0,5.7564725E+0,0.0000000E+0,,,
,0.0000000E+0,5.7604728E+0,0.0000000E+0,,,
,0.0000000E+0,5.7644731E+0,0.0000000E+0,,,
,0.0000000E+0,5.7684734E+0,0.0000000E+0,,,
,0.0000000E+0,5.7724738E+0,0.0000000E+0,,,
,0.0000000E+0,5.7764741E+0,0.0000000E+0,,,
,0.0000000E+0,5.7804744E+0,0.0000000E+0,,,
,0.0000000E+0,5.7844748E+0,1.0000000E+0,,,
,0.0000000E+0,5.7884751E+0,0.0000000E+0,,,
,0.0000000E+0,5.7924754E+0,1.0000000E+0,,,
,0.0000000E+0,5.7964757E+0,1.0000000E+0,,,
,0.0000000E+0,5.8004761E+0,0.0000000E+0,,,
,0.0000000E+0,5.8044764E+0,0.0000000E+0,,,
,0.0000000E+0,5.8084767E+0,0.0000000E+0,,,
,0.0000000E+0,5.8124771E+0,0.0000000E+0,,,
,0.0000000E+0,5.8164774E+0,0.0000000E+0,,,
,0.0000000E+0,5.8204777E+0,0.0000000E+0,,,
,0.0000000E+0,5.8244780E+0,0.0000000E+0,,,
,0.0000000E+0,5.8284784E+0,0.0000000E+0,,,
,0.0000000E+0,5.8324787E+0,0.0000000E+0,,,
,0.0000000E+0,5.8364790E+0,0.0000000E+0,,,
,0.0000000E+0,5.8404794E+0,0.0000000E+0,,,
,0.0000000E+0,5.8444797E+0,0.0000000E+0,,,
,0.0000000E+0,5.8484800E+0,0.0000000E+0,,,
,0.0000000E+0,5.8524803E+0,0.0000000E+0,,,
,0.0000000E+0,5.8564807E+0,1.0000000E+0,,,
,0.0000000E+0,5.8604810E+0,0.0000000E+0,,,
,0.0000000E+0,5.8644813E+0,0.0000000E+0,,,
,0.0000000E+0,5.8684817E+0,0.0000000E+0,,,
,0.0000000E+0,5.8724820E+0,0.0000000E+0,,,
,0.0000000E+0,5.8764823E+0,3.0000000E+0,,,
,0.0000000E+0,5.8804826E+0,0.0000000E+0,,,
,0.0000000E+0,5.8844830E+0,0.0000000E+0,,,
,0.0000000E+0,5.8884833E+0,1.0000000E+0,,,
,0.0000000E+0,5.8924836E+0,0.0000000E+0,,,
,0.0000000E+0,5.8964840E+0,0.0000000E+0,,,
,0.0000000E+0,5.9004843E+0,2.0000000E+0,,,
,0.0000000E+0,5.9044846E+0,0.0000000E+0,,,
,0.0000000E+0,5.9084849E+0,0.0000000E+0,,,
,0.0000000E+0,5.9124853E+0,0.0000000E+0,,,
,0.0000000E+0,5.9164856E+0,0.0000000E+0,,,
,0.0000000E+0,5.9204859E+0,0.0000000E+0,,,
,0.0000000E+0,5.9244863E+0,1.0000000E+0,,,
,0.0000000E+0,5.9284866E+0,0.0000000E+0,,,
,0.0000000E+0,5.9324869E+0,0.0000000E+0,,,
,0.0000000E+0,5.9364872E+0,1.0000000E+0,,,
,0.0000000E+0,5.9404876E+0,0.0000000E+0,,,
,0.0000000E+0,5.9444879E+0,1.0000000E+0,,,
,0.0000000E+0,5.9484882E+0,1.0000000E+0,,,
,0.0000000E+0,5.9524886E+0,1.0000000E+0,,,
,0.0000000E+0,5.9564889E+0,0.0000000E+0,,,
,0.0000000E+0,5.9604892E+0,0.0000000E+0,,,
,0.0000000E+0,5.9644895E+0,0.0000000E+0,,,
,0.0000000E+0,5.9684899E+0,1.0000000E+0,,,
,0.0000000E+0,5.9724902E+0,1.0000000E+0,,,
,0.0000000E+0,5.9764905E+0,0.0000000E+0,,,
,0.0000000E+0,5.9804909E+0,4.0000000E+0,,,
,0.0000000E+0,5.9844912E+0,1.0000000E+0,,,
,0.0000000E+0,5.9884915E+0,1.0000000E+0,,,
,0.0000000E+0,5.9924918E+0,0.0000000E+0,,,
,0.0000000E+0,5.9964922E+0,1.0000000E+0,,,
,0.0000000E+0,6.0004925E+0,0.0000000E+0,,,
,0.0000000E+0,6.0044928E+0,0.0000000E+0,,,
,0.0000000E+0,6.0084931E+0,1.0000000E+0,,,
,0.0000000E+0,6.0124935E+0,0.0000000E+0,,,
,0.0000000E+0,6.0164938E+0,0.0000000E+0,,,
,0.0000000E+0,6.0204941E+0,1.0000000E+0,,,
,0.0000000E+0,6.0244945E+0,0.0000000E+0,,,
,0.0000000E+0,6.0284948E+0,2.0000000E+0,,,
,0.0000000E+0,6.0324951E+0,1.0000000E+0,,,
,0.0000000E+0,6.0364954E+0,2.0000000E+0,,,
,0.0000000E+0,6.0404958E+0,1.0000000E+0,,,
,0.0000000E+0,6.0444961E+0,1.0000000E+0,,,
,0.0000000E+0,6.0484964E+0,1.0000000E+0,,,
,0.0000000E+0,6.0524968E+0,0.0000000E+0,,,
,0.0000000E+0,6.0564971E+0,0.0000000E+0,,,
,0.0000000E+0,6.0604974E+0,0.0000000E+0,,,
,0.0000000E+0,6.0644977E+0,0.0000000E+0,,,
,0.0000000E+0,6.0684981E+0,0.0000000E+0,,,
,0.0000000E+0,6.0724984E+0,0.0000000E+0,,,
,0.0000000E+0,6.0764987E+0,0.0000000E+0,,,
,0.0000000E+0,6.0804991E+0,1.0000000E+0,,,
,0.0000000E+0,6.0844994E+0,2.0000000E+0,,,
,0.0000000E+0,6.0884997E+0,0.0000000E+0,,,
,0.0000000E+0,6.0925000E+0,0.0000000E+0,,,
,0.0000000E+0,6.0965004E+0,0.0000000E+0,,,
,0.0000000E+0,6.1005007E+0,0.0000000E+0,,,
,0.0000000E+0,6.1045010E+0,0.0000000E+0,,,
,0.0000000E+0,6.1085014E+0,0.0000000E+0,,,
,0.0000000E+0,6.1125017E+0,0.0000000E+0,,,
,0.0000000E+0,6.1165020E+0,0.0000000E+0,,,
,0.0000000E+0,6.1205023E+0,1.0000000E+0,,,
,0.0000000E+0,6.1245027E+0,1.0000000E+0,,,
,0.0000000E+0,6.1285030E+0,2.0000000E+0,,,
,0.0000000E+0,6.1325033E+0,1.0000000E+0,,,
,0.0000000E+0,6.1365037E+0,1.0000000E+0,,,
,0.0000000E+0,6.1405040E+0,0.0000000E+0,,,
,0.0000000E+0,6.1445043E+0,1.0000000E+0,,,
,0.0000000E+0,6.1485046E+0,0.0000000E+0,,,
,0.0000000E+0,6.1525050E+0,1.0000000E+0,,,
,0.0000000E+0,6.1565053E+0,1.0000000E+0,,,
,0.0000000E+0,6.1605056E+0,1.0000000E+0,,,
,0.0000000E+0,6.1645060E+0,0.0000000E+0,,,
,0.0000000E+0,6.1685063E+0,0.0000000E+0,,,
,0.0000000E+0,6.1725066E+0,0.0000000E+0,,,
,0.0000000E+0,6.1765069E+0,2.0000000E+0,,,
,0.0000000E+0,6.1805073E+0,0.0000000E+0,,,
,0.0000000E+0,6.1845076E+0,0.0000000E+0,,,
,0.0000000E+0,6.1885079E+0,1.0000000E+0,,,
,0.0000000E+0,6.1925083E+0,1.0000000E+0,,,
,0.0000000E+0,6.1965086E+0,0.0000000E+0,,,
,0.0000000E+0,6.2005089E+0,1.0000000E+0,,,
,0.0000000E+0,6.2045092E+0,1.0000000E+0,,,
,0.0000000E+0,6.2085096E+0,0.0000000E+0,,,
,0.0000000E+0,6.2125099E+0,1.0000000E+0,,,
,0.0000000E+0,6.2165102E+0,0.0000000E+0,,,
,0.0000000E+0,6.2205105E+0,0.0000000E+0,,,
,0.0000000E+0,6.2245109E+0,1.0000000E+0,,,
,0.0000000E+0,6.2285112E+0,1.0000000E+0,,,
,0.0000000E+0,6.2325115E+0,1.0000000E+0,,,
,0.0000000E+0,6.2365119E+0,1.0000000E+0,,,
,0.0000000E+0,6.2405122E+0,0.0000000E+0,,,
,0.0000000E+0,6.2445125E+0,0.0000000E+0,,,
,0.0000000E+0,6.2485128E+0,0.0000000E+0,,,
,0.0000000E+0,6.2525132E+0,1.0000000E+0,,,
,0.0000000E+0,6.2565135E+0,1.0000000E+0,,,
,0.0000000E+0,6.2605138E+0,0.0000000E+0,,,
,0.0000000E+0,6.2645142E+0,1.0000000E+0,,,
,0.0000000E+0,6.2685145E+0,1.0000000E+0,,,
,0.0000000E+0,6.2725148E+0,1.0000000E+0,,,
,0.0000000E+0,6.2765151E+0,1.0000000E+0,,,
,0.0000000E+0,6.2805155E+0,1.0000000E+0,,,
,0.0000000E+0,6.2845158E+0,1.0000000E+0,,,
,0.0000000E+0,6.2885161E+0,1.0000000E+0,,,
,0.0000000E+0,6.2925165E+0,0.0000000E+0,,,
,0.0000000E+0,6.2965168E+0,1.0000000E+0,,,
,0.0000000E+0,6.3005171E+0,1.0000000E+0,,,
,0.0000000E+0,6.3045174E+0,2.0000000E+0,,,
,0.0000000E+0,6.3085178E+0,2.0000000E+0,,,
,0.0000000E+0,6.3125181E+0,2.0000000E+0,,,
,0.0000000E+0,6.3165184E+0,0.0000000E+0,,,
,0.0000000E+0,6.3205188E+0,0.0000000E+0,,,
,0.0000000E+0,6.3245191E+0,0.0000000E+0,,,
,0.0000000E+0,6.3285194E+0,1.0000000E+0,,,
,0.0000000E+0,6.3325197E+0,0.0000000E+0,,,
,0.0000000E+0,6.3365201E+0,0.0000000E+0,,,
,0.0000000E+0,6.3405204E+0,0.0000000E+0,,,
,0.0000000E+0,6.3445207E+0,1.0000000E+0,,,
,0.0000000E+0,6.3485211E+0,0.0000000E+0,,,
,0.0000000E+0,6.3525214E+0,2.0000000E+0,,,
,0.0000000E+0,6.3565217E+0,0.0000000E+0,,,
,0.0000000E+0,6.3605220E+0,2.0000000E+0,,,
,0.0000000E+0,6.3645224E+0,0.0000000E+0,,,
,0.0000000E+0,6.3685227E+0,0.0000000E+0,,,
,0.0000000E+0,6.3725230E+0,2.0000000E+0,,,
,0.0000000E+0,6.3765234E+0,0.0000000E+0,,,
,0.0000000E+0,6.3805237E+0,1.0000000E+0,,,
,0.0000000E+0,6.3845240E+0,1.0000000E+0,,,
,0.0000000E+0,6.3885243E+0,0.0000000E+0,,,
,0.0000000E+0,6.3925247E+0,1.0000000E+0,,,
,0.0000000E+0,6.3965250E+0,0.0000000E+0,,,
,0.0000000E+0,6.4005253E+0,0.0000000E+0,,,
,0.0000000E+0,6.4045257E+0,1.0000000E+0,,,
,0.0000000E+0,6.4085260E+0,1.0000000E+0,,,
,0.0000000E+0,6.4125263E+0,0.0000000E+0,,,
,0.0000000E+0,6.4165266E+0,0.0000000E+0,,,
,0.0000000E+0,6.4205270E+0,1.0000000E+0,,,
,0.0000000E+0,6.4245273E+0,0.0000000E+0,,,
,0.0000000E+0,6.4285276E+0,0.0000000E+0,,,
,0.0000000E+0,6.4325280E+0,0.0000000E+0,,,
,0.0000000E+0,6.4365283E+0,1.0000000E+0,,,
,0.0000000E+0,6.4405286E+0,1.0000000E+0,,,
,0.0000000E+0,6.4445289E+0,1.0000000E+0,,,
,0.0000000E+0,6.4485293E+0,1.0000000E+0,,,
,0.0000000E+0,6.4525296E+0,0.0000000E+0,,,
,0.0000000E+0,6.4565299E+0,0.0000000E+0,,,
,0.0000000E+0,6.4605302E+0,0.0000000E+0,,,
,0.0000000E+0,6.4645306E+0,1.0000000E+0,,,
,0.0000000E+0,6.4685309E+0,1.0000000E+0,,,
,0.0000000E+0,6.4725312E+0,0.0000000E+0,,,
,0.0000000E+0,6.4765316E+0,1.0000000E+0,,,
,0.0000000E+0,6.4805319E+0,0.0000000E+0,,,
,0.0000000E+0,6.4845322E+0,1.0000000E+0,,,
,0.0000000E+0,6.4885325E+0,0.0000000E+0,,,
,0.0000000E+0,6.4925329E+0,0.0000000E+0,,,
,0.0000000E+0,6.4965332E+0,0.0000000E+0,,,
,0.0000000E+0,6.5005335E+0,1.0000000E+0,,,
,0.0000000E+0,6.5045339E+0,0.0000000E+0,,,
,0.0000000E+0,6.5085342E+0,0.0000000E+0,,,
,0.0000000E+0,6.5125345E+0,2.0000000E+0,,,
,0.0000000E+0,6.5165348E+0,1.0000000E+0,,,
,0.0000000E+0,6.5205352E+0,0.0000000E+0,,,
,0.0000000E+0,6.5245355E+0,0.0000000E+0,,,
,0.0000000E+0,6.5285358E+0,0.0000000E+0,,,
,0.0000000E+0,6.5325362E+0,1.0000000E+0,,,
,0.0000000E+0,6.5365365E+0,0.0000000E+0,,,
,0.0000000E+0,6.5405368E+0,0.0000000E+0,,,
,0.0000000E+0,6.5445371E+0,0.0000000E+0,,,
,0.0000000E+0,6.5485375E+0,0.0000000E+0,,,
,0.0000000E+0,6.5525378E+0,0.0000000E+0,,,
,0.0000000E+0,6.5565381E+0,0.0000000E+0,,,
,0.0000000E+0,6.5605385E+0,0.0000000E+0,,,
,0.0000000E+0,6.5645388E+0,1.0000000E+0,,,
,0.0000000E+0,6.5685391E+0,0.0000000E+0,,,
,0.0000000E+0,6.5725394E+0,1.0000000E+0,,,
,0.0000000E+0,6.5765398E+0,1.0000000E+0,,,
,0.0000000E+0,6.5805401E+0,2.0000000E+0,,,
,0.0000000E+0,6.5845404E+0,0.0000000E+0,,,
,0.0000000E+0,6.5885408E+0,1.0000000E+0,,,
,0.0000000E+0,6.5925411E+0,1.0000000E+0,,,
,0.0000000E+0,6.5965414E+0,0.0000000E+0,,,
,0.0000000E+0,6.6005417E+0,2.0000000E+0,,,
,0.0000000E+0,6.6045421E+0,1.0000000E+0,,,
,0.0000000E+0,6.6085424E+0,0.0000000E+0,,,
,0.0000000E+0,6.6125427E+0,1.0000000E+0,,,
,0.0000000E+0,6.6165431E+0,0.0000000E+0,,,
,0.0000000E+0,6.6205434E+0,0.0000000E+0,,,
,0.0000000E+0,6.6245437E+0,1.0000000E+0,,,
,0.0000000E+0,6.6285440E+0,1.0000000E+0,,,
,0.0000000E+0,6.6325444E+0,0.0000000E+0,,,
,0.0000000E+0,6.6365447E+0,0.0000000E+0,,,
,0.0000000E+0,6.6405450E+0,1.0000000E+0,,,
,0.0000000E+0,6.6445454E+0,0.0000000E+0,,,
,0.0000000E+0,6.6485457E+0,0.0000000E+0,,,
,0.0000000E+0,6.6525460E+0,1.0000000E+0,,,
,0.0000000E+0,6.6565463E+0,2.0000000E+0,,,
,0.0000000E+0,6.6605467E+0,0.0000000E+0,,,
,0.0000000E+0,6.6645470E+0,3.0000000E+0,,,
,0.0000000E+0,6.6685473E+0,1.0000000E+0,,,
,0.0000000E+0,6.6725477E+0,0.0000000E+0,,,
,0.0000000E+0,6.6765480E+0,2.0000000E+0,,,
,0.0000000E+0,6.6805483E+0,1.0000000E+0,,,
,0.0000000E+0,6.6845486E+0,1.0000000E+0,,,
,0.0000000E+0,6.6885490E+0,1.0000000E+0,,,
,0.0000000E+0,6.6925493E+0,0.0000000E+0,,,
,0.0000000E+0,6.6965496E+0,1.0000000E+0,,,
,0.0000000E+0,6.7005499E+0,0.0000000E+0,,,
,0.0000000E+0,6.7045503E+0,1.0000000E+0,,,
,0.0000000E+0,6.7085506E+0,0.0000000E+0,,,
,0.0000000E+0,6.7125509E+0,0.0000000E+0,,,
,0.0000000E+0,6.7165513E+0,0.0000000E+0,,,
,0.0000000E+0,6.7205516E+0,1.0000000E+0,,,
,0.0000000E+0,6.7245519E+0,0.0000000E+0,,,
,0.0000000E+0,6.7285522E+0,1.0000000E+0,,,
,0.0000000E+0,6.7325526E+0,2.0000000E+0,,,
,0.0000000E+0,6.7365529E+0,1.0000000E+0,,,
,0.0000000E+0,6.7405532E+0,0.0000000E+0,,,
,0.0000000E+0,6.7445536E+0,0.0000000E+0,,,
,0.0000000E+0,6.7485539E+0,0.0000000E+0,,,
,0.0000000E+0,6.7525542E+0,4.0000000E+0,,,
,0.0000000E+0,6.7565545E+0,0.0000000E+0,,,
,0.0000000E+0,6.7605549E+0,1.0000000E+0,,,
,0.0000000E+0,6.7645552E+0,0.0000000E+0,,,
,0.0000000E+0,6.7685555E+0,3.0000000E+0,,,
,0.0000000E+0,6.7725559E+0,0.0000000E+0,,,
,0.0000000E+0,6.7765562E+0,0.0000000E+0,,,
,0.0000000E+0,6.7805565E+0,0.0000000E+0,,,
,0.0000000E+0,6.7845568E+0,0.0000000E+0,,,
,0.0000000E+0,6.7885572E+0,1.0000000E+0,,,
,0.0000000E+0,6.7925575E+0,1.0000000E+0,,,
,0.0000000E+0,6.7965578E+0,2.0000000E+0,,,
,0.0000000E+0,6.8005582E+0,2.0000000E+0,,,
,0.0000000E+0,6.8045585E+0,0.0000000E+0,,,
,0.0000000E+0,6.8085588E+0,0.0000000E+0,,,
,0.0000000E+0,6.8125591E+0,0.0000000E+0,,,
,0.0000000E+0,6.8165595E+0,0.0000000E+0,,,
,0.0000000E+0,6.8205598E+0,0.0000000E+0,,,
,0.0000000E+0,6.8245601E+0,1.0000000E+0,,,
,0.0000000E+0,6.8285605E+0,0.0000000E+0,,,
,0.0000000E+0,6.8325608E+0,1.0000000E+0,,,
,0.0000000E+0,6.8365611E+0,0.0000000E+0,,,
,0.0000000E+0,6.8405614E+0,1.0000000E+0,,,
,0.0000000E+0,6.8445618E+0,1.0000000E+0,,,
,0.0000000E+0,6.8485621E+0,0.0000000E+0,,,
,0.0000000E+0,6.8525624E+0,1.0000000E+0,,,
,0.0000000E+0,6.8565628E+0,1.0000000E+0,,,
,0.0000000E+0,6.8605631E+0,1.0000000E+0,,,
,0.0000000E+0,6.8645634E+0,0.0000000E+0,,,
,0.0000000E+0,6.8685637E+0,0.0000000E+0,,,
,0.0000000E+0,6.8725641E+0,1.0000000E+0,,,
,0.0000000E+0,6.8765644E+0,1.0000000E+0,,,
,0.0000000E+0,6.8805647E+0,0.0000000E+0,,,
,0.0000000E+0,6.8845651E+0,1.0000000E+0,,,
,0.0000000E+0,6.8885654E+0,0.0000000E+0,,,
,0.0000000E+0,6.8925657E+0,0.0000000E+0,,,
,0.0000000E+0,6.8965660E+0,0.0000000E+0,,,
,0.0000000E+0,6.9005664E+0,0.0000000E+0,,,
,0.0000000E+0,6.9045667E+0,1.0000000E+0,,,
,0.0000000E+0,6.9085670E+0,0.0000000E+0,,,
,0.0000000E+0,6.9125674E+0,0.0000000E+0,,,
,0.0000000E+0,6.9165677E+0,0.0000000E+0,,,
,0.0000000E+0,6.9205680E+0,0.0000000E+0,,,
,0.0000000E+0,6.9245683E+0,1.0000000E+0,,,
,0.0000000E+0,6.9285687E+0,1.0000000E+0,,,
,0.0000000E+0,6.9325690E+0,1.0000000E+0,,,
,0.0000000E+0,6.9365693E+0,0.0000000E+0,,,
,0.0000000E+0,6.9405696E+0,1.0000000E+0,,,
,0.0000000E+0,6.9445700E+0,3.0000000E+0,,,
,0.0000000E+0,6.9485703E+0,0.0000000E+0,,,
,0.0000000E+0,6.9525706E+0,1.0000000E+0,,,
,0.0000000E+0,6.9565710E+0,0.0000000E+0,,,
,0.0000000E+0,6.9605713E+0,0.0000000E+0,,,
,0.0000000E+0,6.9645716E+0,0.0000000E+0,,,
,0.0000000E+0,6.9685719E+0,0.0000000E+0,,,
,0.0000000E+0,6.9725723E+0,0.0000000E+0,,,
,0.0000000E+0,6.9765726E+0,3.0000000E+0,,,
,0.0000000E+0,6.9805729E+0,0.0000000E+0,,,
,0.0000000E+0,6.9845733E+0,0.0000000E+0,,,
,0.0000000E+0,6.9885736E+0,1.0000000E+0,,,
,0.0000000E+0,6.9925739E+0,2.0000000E+0,,,
,0.0000000E+0,6.9965742E+0,0.0000000E+0,,,
,0.0000000E+0,7.0005746E+0,0.0000000E+0,,,
,0.0000000E+0,7.0045749E+0,0.0000000E+0,,,
,0.0000000E+0,7.0085752E+0,0.0000000E+0,,,
,0.0000000E+0,7.0125756E+0,0.0000000E+0,,,
,0.0000000E+0,7.0165759E+0,1.0000000E+0,,,
,0.0000000E+0,7.0205762E+0,0.0000000E+0,,,
,0.0000000E+0,7.0245765E+0,0.0000000E+0,,,
,0.0000000E+0,7.0285769E+0,0.0000000E+0,,,
,0.0000000E+0,7.0325772E+0,1.0000000E+0,,,
,0.0000000E+0,7.0365775E+0,0.0000000E+0,,,
,0.0000000E+0,7.0405779E+0,1.0000000E+0,,,
,0.0000000E+0,7.0445782E+0,2.0000000E+0,,,
,0.0000000E+0,7.0485785E+0,1.0000000E+0,,,
,0.0000000E+0,7.0525788E+0,2.0000000E+0,,,
,0.0000000E+0,7.0565792E+0,1.0000000E+0,,,
,0.0000000E+0,7.0605795E+0,0.0000000E+0,,,
,0.0000000E+0,7.0645798E+0,0.0000000E+0,,,
,0.0000000E+0,7.0685802E+0,1.0000000E+0,,,
,0.0000000E+0,7.0725805E+0,0.0000000E+0,,,
,0.0000000E+0,7.0765808E+0,1.0000000E+0,,,
,0.0000000E+0,7.0805811E+0,2.0000000E+0,,,
,0.0000000E+0,7.0845815E+0,0.0000000E+0,,,
,0.0000000E+0,7.0885818E+0,1.0000000E+0,,,
,0.0000000E+0,7.0925821E+0,0.0000000E+0,,,
,0.0000000E+0,7.0965825E+0,1.0000000E+0,,,
,0.0000000E+0,7.1005828E+0,1.0000000E+0,,,
,0.0000000E+0,7.1045831E+0,1.0000000E+0,,,
,0.0000000E+0,7.1085834E+0,1.0000000E+0,,,
,0.0000000E+0,7.1125838E+0,2.0000000E+0,,,
