Parameters Labels,Par_0,Wavelength0,Exp_0,,,
,0.0000000E+0,1.7161409E+0,0.0000000E+0,,,
,0.0000000E+0,1.7201412E+0,1.0000000E+0,,,
,0.0000000E+0,1.7241415E+0,0.0000000E+0,,,
,0.0000000E+0,1.7281418E+0,0.0000000E+0,,,
,0.0000000E+0,1.7321422E+0,0.0000000E+0,,,
,0.0000000E+0,1.7361425E+0,0.0000000E+0,,,
,0.0000000E+0,1.7401428E+0,0.0000000E+0,,,
,0.0000000E+0,1.7441432E+0,0.0000000E+0,,,
,0.0000000E+0,1.7481435E+0,0.0000000E+0,,,
,0.0000000E+0,1.7521438E+0,0.0000000E+0,,,
,0.0000000E+0,1.7561441E+0,0.0000000E+0,,,
,0.0000000E+0,1.7601445E+0,0.0000000E+0,,,
,0.0000000E+0,1.7641448E+0,0.0000000E+0,,,
,0.0000000E+0,1.7681451E+0,1.0000000E+0,,,
,0.0000000E+0,1.7721454E+0,0.0000000E+0,,,
,0.0000000E+0,1.7761458E+0,0.0000000E+0,,,
,0.0000000E+0,1.7801461E+0,0.0000000E+0,,,
,0.0000000E+0,1.7841464E+0,0.0000000E+0,,,
,0.0000000E+0,1.7881468E+0,0.0000000E+0,,,
,0.0000000E+0,1.7921471E+0,0.0000000E+0,,,
,0.0000000E+0,1.7961474E+0,1.0000000E+0,,,
,0.0000000E+0,1.8001477E+0,1.0000000E+0,,,
,0.0000000E+0,1.8041481E+0,0.0000000E+0,,,
,0.0000000E+0,1.8081484E+0,0.0000000E+0,,,
,0.0000000E+0,1.8121487E+0,1.0000000E+0,,,
,0.0000000E+0,1.8161491E+0,0.0000000E+0,,,
,0.0000000E+0,1.8201494E+0,0.0000000E+0,,,
,0.0000000E+0,1.8241497E+0,0.0000000E+0,,,
,0.0000000E+0,1.8281500E+0,0.0000000E+0,,,
,0.0000000E+0,1.8321504E+0,0.0000000E+0,,,
,0.0000000E+0,1.8361507E+0,0.0000000E+0,,,
,0.0000000E+0,1.8401510E+0,0.0000000E+0,,,
,0.0000000E+0,1.8441514E+0,0.0000000E+0,,,
,0.0000000E+0,1.8481517E+0,1.0000000E+0,,,
,0.0000000E+0,1.8521520E+0,0.0000000E+0,,,
,0.0000000E+0,1.8561523E+0,0.0000000E+0,,,
,0.0000000E+0,1.8601527E+0,0.0000000E+0,,,
,0.0000000E+0,1.8641530E+0,1.0000000E+0,,,
,0.0000000E+0,1.8681533E+0,0.0000000E+0,,,
,0.0000000E+0,1.8721537E+0,0.0000000E+0,,,
,0.0000000E+0,1.8761540E+0,0.0000000E+0,,,
,0.0000000E+0,1.8801543E+0,1.0000000E+0,,,
,0.0000000E+0,1.8841546E+0,0.0000000E+0,,,
,0.0000000E+0,1.8881550E+0,0.0000000E+0,,,
,0.0000000E+0,1.8921553E+0,0.0000000E+0,,,
,0.0000000E+0,1.8961556E+0,0.0000000E+0,,,
,0.0000000E+0,1.9001560E+0,0.0000000E+0,,,
,0.0000000E+0,1.9041563E+0,0.0000000E+0,,,
,0.0000000E+0,1.9081566E+0,1.0000000E+0,,,
,0.0000000E+0,1.9121569E+0,0.0000000E+0,,,
,0.0000000E+0,1.9161573E+0,0.0000000E+0,,,
,0.0000000E+0,1.9201576E+0,0.0000000E+0,,,
,0.0000000E+0,1.9241579E+0,0.0000000E+0,,,
,0.0000000E+0,1.9281583E+0,0.0000000E+0,,,
,0.0000000E+0,1.9321586E+0,0.0000000E+0,,,
,0.0000000E+0,1.9361589E+0,0.0000000E+0,,,
,0.0000000E+0,1.9401592E+0,0.0000000E+0,,,
,0.0000000E+0,1.9441596E+0,0.0000000E+0,,,
,0.0000000E+0,1.9481599E+0,0.0000000E+0,,,
,0.0000000E+0,1.9521602E+0,0.0000000E+0,,,
,0.0000000E+0,1.9561606E+0,0.0000000E+0,,,
,0.0000000E+0,1.9601609E+0,1.0000000E+0,,,
,0.0000000E+0,1.9641612E+0,1.0000000E+0,,,
,0.0000000E+0,1.9681615E+0,0.0000000E+0,,,
,0.0000000E+0,1.9721619E+0,0.0000000E+0,,,
,0.0000000E+0,1.9761622E+0,0.0000000E+0,,,
,0.0000000E+0,1.9801625E+0,0.0000000E+0,,,
,0.0000000E+0,1.9841629E+0,0.0000000E+0,,,
,0.0000000E+0,1.9881632E+0,0.0000000E+0,,,
,0.0000000E+0,1.9921635E+0,0.0000000E+0,,,
,0.0000000E+0,1.9961638E+0,2.0000000E+0,,,
,0.0000000E+0,2.0001642E+0,1.0000000E+0,,,
,0.0000000E+0,2.0041645E+0,0.0000000E+0,,,
,0.0000000E+0,2.0081648E+0,0.0000000E+0,,,
,0.0000000E+0,2.0121651E+0,0.0000000E+0,,,
,0.0000000E+0,2.0161655E+0,1.0000000E+0,,,
,0.0000000E+0,2.0201658E+0,1.0000000E+0,,,
,0.0000000E+0,2.0241661E+0,0.0000000E+0,,,
,0.0000000E+0,2.0281665E+0,0.0000000E+0,,,
,0.0000000E+0,2.0321668E+0,1.0000000E+0,,,
,0.0000000E+0,2.0361671E+0,0.0000000E+0,,,
,0.0000000E+0,2.0401674E+0,0.0000000E+0,,,
,0.0000000E+0,2.0441678E+0,1.0000000E+0,,,
,0.0000000E+0,2.0481681E+0,0.0000000E+0,,,
,0.0000000E+0,2.0521684E+0,0.0000000E+0,,,
,0.0000000E+0,2.0561688E+0,1.0000000E+0,,,
,0.0000000E+0,2.0601691E+0,0.0000000E+0,,,
,0.0000000E+0,2.0641694E+0,0.0000000E+0,,,
,0.0000000E+0,2.0681697E+0,1.0000000E+0,,,
,0.0000000E+0,2.0721701E+0,0.0000000E+0,,,
,0.0000000E+0,2.0761704E+0,1.0000000E+0,,,
,0.0000000E+0,2.0801707E+0,0.0000000E+0,,,
,0.0000000E+0,2.0841711E+0,2.0000000E+0,,,
,0.0000000E+0,2.0881714E+0,0.0000000E+0,,,
,0.0000000E+0,2.0921717E+0,0.0000000E+0,,,
,0.0000000E+0,2.0961720E+0,0.0000000E+0,,,
,0.0000000E+0,2.1001724E+0,0.0000000E+0,,,
,0.0000000E+0,2.1041727E+0,0.0000000E+0,,,
,0.0000000E+0,2.1081730E+0,0.0000000E+0,,,
,0.0000000E+0,2.1121734E+0,0.0000000E+0,,,
,0.0000000E+0,2.1161737E+0,1.0000000E+0,,,
,0.0000000E+0,2.1201740E+0,0.0000000E+0,,,
,0.0000000E+0,2.1241743E+0,0.0000000E+0,,,
,0.0000000E+0,2.1281747E+0,0.0000000E+0,,,
,0.0000000E+0,2.1321750E+0,0.0000000E+0,,,
,0.0000000E+0,2.1361753E+0,2.0000000E+0,,,
,0.0000000E+0,2.1401757E+0,0.0000000E+0,,,
,0.0000000E+0,2.1441760E+0,0.0000000E+0,,,
,0.0000000E+0,2.1481763E+0,0.0000000E+0,,,
,0.0000000E+0,2.1521766E+0,0.0000000E+0,,,
,0.0000000E+0,2.1561770E+0,0.0000000E+0,,,
,0.0000000E+0,2.1601773E+0,1.0000000E+0,,,
,0.0000000E+0,2.1641776E+0,0.0000000E+0,,,
,0.0000000E+0,2.1681780E+0,0.0000000E+0,,,
,0.0000000E+0,2.1721783E+0,0.0000000E+0,,,
,0.0000000E+0,2.1761786E+0,0.0000000E+0,,,
,0.0000000E+0,2.1801789E+0,0.0000000E+0,,,
,0.0000000E+0,2.1841793E+0,0.0000000E+0,,,
,0.0000000E+0,2.1881796E+0,1.0000000E+0,,,
,0.0000000E+0,2.1921799E+0,0.0000000E+0,,,
,0.0000000E+0,2.1961803E+0,0.0000000E+0,,,
,0.0000000E+0,2.2001806E+0,0.0000000E+0,,,
,0.0000000E+0,2.2041809E+0,2.0000000E+0,,,
,0.0000000E+0,2.2081812E+0,0.0000000E+0,,,
,0.0000000E+0,2.2121816E+0,0.0000000E+0,,,
,0.0000000E+0,2.2161819E+0,0.0000000E+0,,,
,0.0000000E+0,2.2201822E+0,0.0000000E+0,,,
,0.0000000E+0,2.2241826E+0,0.0000000E+0,,,
,0.0000000E+0,2.2281829E+0,0.0000000E+0,,,
,0.0000000E+0,2.2321832E+0,0.0000000E+0,,,
,0.0000000E+0,2.2361835E+0,0.0000000E+0,,,
,0.0000000E+0,2.2401839E+0,0.0000000E+0,,,
,0.0000000E+0,2.2441842E+0,0.0000000E+0,,,
,0.0000000E+0,2.2481845E+0,0.0000000E+0,,,
,0.0000000E+0,2.2521848E+0,1.0000000E+0,,,
,0.0000000E+0,2.2561852E+0,0.0000000E+0,,,
,0.0000000E+0,2.2601855E+0,0.0000000E+0,,,
,0.0000000E+0,2.2641858E+0,0.0000000E+0,,,
,0.0000000E+0,2.2681862E+0,0.0000000E+0,,,
,0.0000000E+0,2.2721865E+0,0.0000000E+0,,,
,0.0000000E+0,2.2761868E+0,0.0000000E+0,,,
,0.0000000E+0,2.2801871E+0,0.0000000E+0,,,
,0.0000000E+0,2.2841875E+0,0.0000000E+0,,,
,0.0000000E+0,2.2881878E+0,0.0000000E+0,,,
,0.0000000E+0,2.2921881E+0,0.0000000E+0,,,
,0.0000000E+0,2.2961885E+0,0.0000000E+0,,,
,0.0000000E+0,2.3001888E+0,0.0000000E+0,,,
,0.0000000E+0,2.3041891E+0,0.0000000E+0,,,
,0.0000000E+0,2.3081894E+0,0.0000000E+0,,,
,0.0000000E+0,2.3121898E+0,0.0000000E+0,,,
,0.0000000E+0,2.3161901E+0,0.0000000E+0,,,
,0.0000000E+0,2.3201904E+0,0.0000000E+0,,,
,0.0000000E+0,2.3241908E+0,0.0000000E+0,,,
,0.0000000E+0,2.3281911E+0,0.0000000E+0,,,
,0.0000000E+0,2.3321914E+0,1.0000000E+0,,,
,0.0000000E+0,2.3361917E+0,0.0000000E+0,,,
,0.0000000E+0,2.3401921E+0,1.0000000E+0,,,
,0.0000000E+0,2.3441924E+0,0.0000000E+0,,,
,0.0000000E+0,2.3481927E+0,0.0000000E+0,,,
,0.0000000E+0,2.3521931E+0,0.0000000E+0,,,
,0.0000000E+0,2.3561934E+0,0.0000000E+0,,,
,0.0000000E+0,2.3601937E+0,1.0000000E+0,,,
,0.0000000E+0,2.3641940E+0,0.0000000E+0,,,
,0.0000000E+0,2.3681944E+0,0.0000000E+0,,,
,0.0000000E+0,2.3721947E+0,0.0000000E+0,,,
,0.0000000E+0,2.3761950E+0,0.0000000E+0,,,
,0.0000000E+0,2.3801954E+0,2.0000000E+0,,,
,0.0000000E+0,2.3841957E+0,1.0000000E+0,,,
,0.0000000E+0,2.3881960E+0,0.0000000E+0,,,
,0.0000000E+0,2.3921963E+0,0.0000000E+0,,,
,0.0000000E+0,2.3961967E+0,1.0000000E+0,,,
,0.0000000E+0,2.4001970E+0,0.0000000E+0,,,
,0.0000000E+0,2.4041973E+0,0.0000000E+0,,,
,0.0000000E+0,2.4081977E+0,0.0000000E+0,,,
,0.0000000E+0,2.4121980E+0,0.0000000E+0,,,
,0.0000000E+0,2.4161983E+0,0.0000000E+0,,,
,0.0000000E+0,2.4201986E+0,0.0000000E+0,,,
,0.0000000E+0,2.4241990E+0,0.0000000E+0,,,
,0.0000000E+0,2.4281993E+0,0.0000000E+0,,,
,0.0000000E+0,2.4321996E+0,0.0000000E+0,,,
,0.0000000E+0,2.4362000E+0,1.0000000E+0,,,
,0.0000000E+0,2.4402003E+0,2.0000000E+0,,,
,0.0000000E+0,2.4442006E+0,0.0000000E+0,,,
,0.0000000E+0,2.4482009E+0,1.0000000E+0,,,
,0.0000000E+0,2.4522013E+0,0.0000000E+0,,,
,0.0000000E+0,2.4562016E+0,0.0000000E+0,,,
,0.0000000E+0,2.4602019E+0,1.0000000E+0,,,
,0.0000000E+0,2.4642022E+0,1.0000000E+0,,,
,0.0000000E+0,2.4682026E+0,0.0000000E+0,,,
,0.0000000E+0,2.4722029E+0,0.0000000E+0,,,
,0.0000000E+0,2.4762032E+0,0.0000000E+0,,,
,0.0000000E+0,2.4802036E+0,1.0000000E+0,,,
,0.0000000E+0,2.4842039E+0,0.0000000E+0,,,
,0.0000000E+0,2.4882042E+0,0.0000000E+0,,,
,0.0000000E+0,2.4922045E+0,0.0000000E+0,,,
,0.0000000E+0,2.4962049E+0,0.0000000E+0,,,
,0.0000000E+0,2.5002052E+0,0.0000000E+0,,,
,0.0000000E+0,2.5042055E+0,0.0000000E+0,,,
,0.0000000E+0,2.5082059E+0,0.0000000E+0,,,
,0.0000000E+0,2.5122062E+0,0.0000000E+0,,,
,0.0000000E+0,2.5162065E+0,0.0000000E+0,,,
,0.0000000E+0,2.5202068E+0,0.0000000E+0,,,
,0.0000000E+0,2.5242072E+0,1.0000000E+0,,,
,0.0000000E+0,2.5282075E+0,0.0000000E+0,,,
,0.0000000E+0,2.5322078E+0,1.0000000E+0,,,
,0.0000000E+0,2.5362082E+0,1.0000000E+0,,,
,0.0000000E+0,2.5402085E+0,1.0000000E+0,,,
,0.0000000E+0,2.5442088E+0,0.0000000E+0,,,
,0.0000000E+0,2.5482091E+0,0.0000000E+0,,,
,0.0000000E+0,2.5522095E+0,0.0000000E+0,,,
,0.0000000E+0,2.5562098E+0,0.0000000E+0,,,
,0.0000000E+0,2.5602101E+0,0.0000000E+0,,,
,0.0000000E+0,2.5642105E+0,0.0000000E+0,,,
,0.0000000E+0,2.5682108E+0,0.0000000E+0,,,
,0.0000000E+0,2.5722111E+0,0.0000000E+0,,,
,0.0000000E+0,2.5762114E+0,1.0000000E+0,,,
,0.0000000E+0,2.5802118E+0,1.0000000E+0,,,
,0.0000000E+0,2.5842121E+0,1.0000000E+0,,,
,0.0000000E+0,2.5882124E+0,1.0000000E+0,,,
,0.0000000E+0,2.5922128E+0,0.0000000E+0,,,
,0.0000000E+0,2.5962131E+0,0.0000000E+0,,,
,0.0000000E+0,2.6002134E+0,0.0000000E+0,,,
,0.0000000E+0,2.6042137E+0,0.0000000E+0,,,
,0.0000000E+0,2.6082141E+0,0.0000000E+0,,,
,0.0000000E+0,2.6122144E+0,0.0000000E+0,,,
,0.0000000E+0,2.6162147E+0,1.0000000E+0,,,
,0.0000000E+0,2.6202151E+0,0.0000000E+0,,,
,0.0000000E+0,2.6242154E+0,1.0000000E+0,,,
,0.0000000E+0,2.6282157E+0,0.0000000E+0,,,
,0.0000000E+0,2.6322160E+0,1.0000000E+0,,,
,0.0000000E+0,2.6362164E+0,0.0000000E+0,,,
,0.0000000E+0,2.6402167E+0,0.0000000E+0,,,
,0.0000000E+0,2.6442170E+0,0.0000000E+0,,,
,0.0000000E+0,2.6482174E+0,0.0000000E+0,,,
,0.0000000E+0,2.6522177E+0,0.0000000E+0,,,
,0.0000000E+0,2.6562180E+0,1.0000000E+0,,,
,0.0000000E+0,2.6602183E+0,1.0000000E+0,,,
,0.0000000E+0,2.6642187E+0,2.0000000E+0,,,
,0.0000000E+0,2.6682190E+0,0.0000000E+0,,,
,0.0000000E+0,2.6722193E+0,0.0000000E+0,,,
,0.0000000E+0,2.6762197E+0,1.0000000E+0,,,
,0.0000000E+0,2.6802200E+0,0.0000000E+0,,,
,0.0000000E+0,2.6842203E+0,0.0000000E+0,,,
,0.0000000E+0,2.6882206E+0,0.0000000E+0,,,
,0.0000000E+0,2.6922210E+0,0.0000000E+0,,,
,0.0000000E+0,2.6962213E+0,0.0000000E+0,,,
,0.0000000E+0,2.7002216E+0,0.0000000E+0,,,
,0.0000000E+0,2.7042219E+0,0.0000000E+0,,,
,0.0000000E+0,2.7082223E+0,0.0000000E+0,,,
,0.0000000E+0,2.7122226E+0,2.0000000E+0,,,
,0.0000000E+0,2.7162229E+0,0.0000000E+0,,,
,0.0000000E+0,2.7202233E+0,0.0000000E+0,,,
,0.0000000E+0,2.7242236E+0,0.0000000E+0,,,
,0.0000000E+0,2.7282239E+0,0.0000000E+0,,,
,0.0000000E+0,2.7322242E+0,0.0000000E+0,,,
,0.0000000E+0,2.7362246E+0,0.0000000E+0,,,
,0.0000000E+0,2.7402249E+0,0.0000000E+0,,,
,0.0000000E+0,2.7442252E+0,1.0000000E+0,,,
,0.0000000E+0,2.7482256E+0,1.0000000E+0,,,
,0.0000000E+0,2.7522259E+0,1.0000000E+0,,,
,0.0000000E+0,2.7562262E+0,0.0000000E+0,,,
,0.0000000E+0,2.7602265E+0,0.0000000E+0,,,
,0.0000000E+0,2.7642269E+0,0.0000000E+0,,,
,0.0000000E+0,2.7682272E+0,0.0000000E+0,,,
,0.0000000E+0,2.7722275E+0,0.0000000E+0,,,
,0.0000000E+0,2.7762279E+0,0.0000000E+0,,,
,0.0000000E+0,2.7802282E+0,0.0000000E+0,,,
,0.0000000E+0,2.7842285E+0,0.0000000E+0,,,
,0.0000000E+0,2.7882288E+0,0.0000000E+0,,,
,0.0000000E+0,2.7922292E+0,2.0000000E+0,,,
,0.0000000E+0,2.7962295E+0,0.0000000E+0,,,
,0.0000000E+0,2.8002298E+0,1.0000000E+0,,,
,0.0000000E+0,2.8042302E+0,1.0000000E+0,,,
,0.0000000E+0,2.8082305E+0,0.0000000E+0,,,
,0.0000000E+0,2.8122308E+0,0.0000000E+0,,,
,0.0000000E+0,2.8162311E+0,1.0000000E+0,,,
,0.0000000E+0,2.8202315E+0,0.0000000E+0,,,
,0.0000000E+0,2.8242318E+0,0.0000000E+0,,,
,0.0000000E+0,2.8282321E+0,0.0000000E+0,,,
,0.0000000E+0,2.8322325E+0,1.0000000E+0,,,
,0.0000000E+0,2.8362328E+0,2.0000000E+0,,,
,0.0000000E+0,2.8402331E+0,0.0000000E+0,,,
,0.0000000E+0,2.8442334E+0,2.0000000E+0,,,
,0.0000000E+0,2.8482338E+0,1.0000000E+0,,,
,0.0000000E+0,2.8522341E+0,2.0000000E+0,,,
,0.0000000E+0,2.8562344E+0,4.0000000E+0,,,
,0.0000000E+0,2.8602348E+0,3.0000000E+0,,,
,0.0000000E+0,2.8642351E+0,1.0000000E+0,,,
,0.0000000E+0,2.8682354E+0,1.0000000E+0,,,
,0.0000000E+0,2.8722357E+0,1.0000000E+0,,,
,0.0000000E+0,2.8762361E+0,4.0000000E+0,,,
,0.0000000E+0,2.8802364E+0,7.0000000E+0,,,
,0.0000000E+0,2.8842367E+0,1.0000000E+0,,,
,0.0000000E+0,2.8882371E+0,6.0000000E+0,,,
,0.0000000E+0,2.8922374E+0,7.0000000E+0,,,
,0.0000000E+0,2.8962377E+0,5.0000000E+0,,,
,0.0000000E+0,2.9002380E+0,2.0000000E+0,,,
,0.0000000E+0,2.9042384E+0,3.0000000E+0,,,
,0.0000000E+0,2.9082387E+0,3.0000000E+0,,,
,0.0000000E+0,2.9122390E+0,5.0000000E+0,,,
,0.0000000E+0,2.9162394E+0,5.0000000E+0,,,
,0.0000000E+0,2.9202397E+0,5.0000000E+0,,,
,0.0000000E+0,2.9242400E+0,3.0000000E+0,,,
,0.0000000E+0,2.9282403E+0,6.0000000E+0,,,
,0.0000000E+0,2.9322407E+0,2.0000000E+0,,,
,0.0000000E+0,2.9362410E+0,1.0000000E+0,,,
,0.0000000E+0,2.9402413E+0,3.0000000E+0,,,
,0.0000000E+0,2.9442416E+0,5.0000000E+0,,,
,0.0000000E+0,2.9482420E+0,4.0000000E+0,,,
,0.0000000E+0,2.9522423E+0,6.0000000E+0,,,
,0.0000000E+0,2.9562426E+0,2.0000000E+0,,,
,0.0000000E+0,2.9602430E+0,6.0000000E+0,,,
,0.0000000E+0,2.9642433E+0,5.0000000E+0,,,
,0.0000000E+0,2.9682436E+0,2.0000000E+0,,,
,0.0000000E+0,2.9722439E+0,2.0000000E+0,,,
,0.0000000E+0,2.9762443E+0,2.0000000E+0,,,
,0.0000000E+0,2.9802446E+0,3.0000000E+0,,,
,0.0000000E+0,2.9842449E+0,7.0000000E+0,,,
,0.0000000E+0,2.9882453E+0,4.0000000E+0,,,
,0.0000000E+0,2.9922456E+0,1.0000000E+0,,,
,0.0000000E+0,2.9962459E+0,0.0000000E+0,,,
,0.0000000E+0,3.0002462E+0,3.0000000E+0,,,
,0.0000000E+0,3.0042466E+0,1.0000000E+0,,,
,0.0000000E+0,3.0082469E+0,0.0000000E+0,,,
,0.0000000E+0,3.0122472E+0,2.0000000E+0,,,
,0.0000000E+0,3.0162476E+0,4.0000000E+0,,,
,0.0000000E+0,3.0202479E+0,3.0000000E+0,,,
,0.0000000E+0,3.0242482E+0,0.0000000E+0,,,
,0.0000000E+0,3.0282485E+0,6.0000000E+0,,,
,0.0000000E+0,3.0322489E+0,2.0000000E+0,,,
,0.0000000E+0,3.0362492E+0,0.0000000E+0,,,
,0.0000000E+0,3.0402495E+0,1.0000000E+0,,,
,0.0000000E+0,3.0442499E+0,0.0000000E+0,,,
,0.0000000E+0,3.0482502E+0,0.0000000E+0,,,
,0.0000000E+0,3.0522505E+0,1.0000000E+0,,,
,0.0000000E+0,3.0562508E+0,5.0000000E+0,,,
,0.0000000E+0,3.0602512E+0,2.0000000E+0,,,
,0.0000000E+0,3.0642515E+0,0.0000000E+0,,,
,0.0000000E+0,3.0682518E+0,2.0000000E+0,,,
,0.0000000E+0,3.0722522E+0,1.0000000E+0,,,
,0.0000000E+0,3.0762525E+0,1.0000000E+0,,,
,0.0000000E+0,3.0802528E+0,2.0000000E+0,,,
,0.0000000E+0,3.0842531E+0,3.0000000E+0,,,
,0.0000000E+0,3.0882535E+0,0.0000000E+0,,,
,0.0000000E+0,3.0922538E+0,2.0000000E+0,,,
,0.0000000E+0,3.0962541E+0,2.0000000E+0,,,
,0.0000000E+0,3.1002545E+0,0.0000000E+0,,,
,0.0000000E+0,3.1042548E+0,0.0000000E+0,,,
,0.0000000E+0,3.1082551E+0,1.0000000E+0,,,
,0.0000000E+0,3.1122554E+0,0.0000000E+0,,,
,0.0000000E+0,3.1162558E+0,4.0000000E+0,,,
,0.0000000E+0,3.1202561E+0,2.0000000E+0,,,
,0.0000000E+0,3.1242564E+0,2.0000000E+0,,,
,0.0000000E+0,3.1282568E+0,3.0000000E+0,,,
,0.0000000E+0,3.1322571E+0,0.0000000E+0,,,
,0.0000000E+0,3.1362574E+0,2.0000000E+0,,,
,0.0000000E+0,3.1402577E+0,4.0000000E+0,,,
,0.0000000E+0,3.1442581E+0,1.0000000E+0,,,
,0.0000000E+0,3.1482584E+0,2.0000000E+0,,,
,0.0000000E+0,3.1522587E+0,1.0000000E+0,,,
,0.0000000E+0,3.1562591E+0,0.0000000E+0,,,
,0.0000000E+0,3.1602594E+0,1.0000000E+0,,,
,0.0000000E+0,3.1642597E+0,2.0000000E+0,,,
,0.0000000E+0,3.1682600E+0,0.0000000E+0,,,
,0.0000000E+0,3.1722604E+0,2.0000000E+0,,,
,0.0000000E+0,3.1762607E+0,1.0000000E+0,,,
,0.0000000E+0,3.1802610E+0,3.0000000E+0,,,
,0.0000000E+0,3.1842613E+0,1.0000000E+0,,,
,0.0000000E+0,3.1882617E+0,1.0000000E+0,,,
,0.0000000E+0,3.1922620E+0,3.0000000E+0,,,
,0.0000000E+0,3.1962623E+0,2.0000000E+0,,,
,0.0000000E+0,3.2002627E+0,1.0000000E+0,,,
,0.0000000E+0,3.2042630E+0,1.0000000E+0,,,
,0.0000000E+0,3.2082633E+0,0.0000000E+0,,,
,0.0000000E+0,3.2122636E+0,0.0000000E+0,,,
,0.0000000E+0,3.2162640E+0,1.0000000E+0,,,
,0.0000000E+0,3.2202643E+0,1.0000000E+0,,,
,0.0000000E+0,3.2242646E+0,3.0000000E+0,,,
,0.0000000E+0,3.2282650E+0,2.0000000E+0,,,
,0.0000000E+0,3.2322653E+0,0.0000000E+0,,,
,0.0000000E+0,3.2362656E+0,0.0000000E+0,,,
,0.0000000E+0,3.2402659E+0,2.0000000E+0,,,
,0.0000000E+0,3.2442663E+0,0.0000000E+0,,,
,0.0000000E+0,3.2482666E+0,0.0000000E+0,,,
,0.0000000E+0,3.2522669E+0,0.0000000E+0,,,
,0.0000000E+0,3.2562673E+0,0.0000000E+0,,,
,0.0000000E+0,3.2602676E+0,0.0000000E+0,,,
,0.0000000E+0,3.2642679E+0,1.0000000E+0,,,
,0.0000000E+0,3.2682682E+0,1.0000000E+0,,,
,0.0000000E+0,3.2722686E+0,0.0000000E+0,,,
,0.0000000E+0,3.2762689E+0,0.0000000E+0,,,
,0.0000000E+0,3.2802692E+0,1.0000000E+0,,,
,0.0000000E+0,3.2842696E+0,1.0000000E+0,,,
,0.0000000E+0,3.2882699E+0,2.0000000E+0,,,
,0.0000000E+0,3.2922702E+0,2.0000000E+0,,,
,0.0000000E+0,3.2962705E+0,1.0000000E+0,,,
,0.0000000E+0,3.3002709E+0,1.0000000E+0,,,
,0.0000000E+0,3.3042712E+0,0.0000000E+0,,,
,0.0000000E+0,3.3082715E+0,1.0000000E+0,,,
,0.0000000E+0,3.3122719E+0,1.0000000E+0,,,
,0.0000000E+0,3.3162722E+0,1.0000000E+0,,,
,0.0000000E+0,3.3202725E+0,0.0000000E+0,,,
,0.0000000E+0,3.3242728E+0,1.0000000E+0,,,
,0.0000000E+0,3.3282732E+0,1.0000000E+0,,,
,0.0000000E+0,3.3322735E+0,1.0000000E+0,,,
,0.0000000E+0,3.3362738E+0,3.0000000E+0,,,
,0.0000000E+0,3.3402742E+0,1.0000000E+0,,,
,0.0000000E+0,3.3442745E+0,0.0000000E+0,,,
,0.0000000E+0,3.3482748E+0,0.0000000E+0,,,
,0.0000000E+0,3.3522751E+0,1.0000000E+0,,,
,0.0000000E+0,3.3562755E+0,1.0000000E+0,,,
,0.0000000E+0,3.3602758E+0,0.0000000E+0,,,
,0.0000000E+0,3.3642761E+0,0.0000000E+0,,,
,0.0000000E+0,3.3682765E+0,0.0000000E+0,,,
,0.0000000E+0,3.3722768E+0,1.0000000E+0,,,
,0.0000000E+0,3.3762771E+0,0.0000000E+0,,,
,0.0000000E+0,3.3802774E+0,1.0000000E+0,,,
,0.0000000E+0,3.3842778E+0,2.0000000E+0,,,
,0.0000000E+0,3.3882781E+0,1.0000000E+0,,,
,0.0000000E+0,3.3922784E+0,1.0000000E+0,,,
,0.0000000E+0,3.3962788E+0,0.0000000E+0,,,
,0.0000000E+0,3.4002791E+0,0.0000000E+0,,,
,0.0000000E+0,3.4042794E+0,3.0000000E+0,,,
,0.0000000E+0,3.4082797E+0,0.0000000E+0,,,
,0.0000000E+0,3.4122801E+0,2.0000000E+0,,,
,0.0000000E+0,3.4162804E+0,0.0000000E+0,,,
,0.0000000E+0,3.4202807E+0,1.0000000E+0,,,
,0.0000000E+0,3.4242810E+0,1.0000000E+0,,,
,0.0000000E+0,3.4282814E+0,1.0000000E+0,,,
,0.0000000E+0,3.4322817E+0,0.0000000E+0,,,
,0.0000000E+0,3.4362820E+0,0.0000000E+0,,,
,0.0000000E+0,3.4402824E+0,1.0000000E+0,,,
,0.0000000E+0,3.4442827E+0,0.0000000E+0,,,
,0.0000000E+0,3.4482830E+0,0.0000000E+0,,,
,0.0000000E+0,3.4522833E+0,0.0000000E+0,,,
,0.0000000E+0,3.4562837E+0,0.0000000E+0,,,
,0.0000000E+0,3.4602840E+0,1.0000000E+0,,,
,0.0000000E+0,3.4642843E+0,0.0000000E+0,,,
,0.0000000E+0,3.4682847E+0,1.0000000E+0,,,
,0.0000000E+0,3.4722850E+0,2.0000000E+0,,,
,0.0000000E+0,3.4762853E+0,0.0000000E+0,,,
,0.0000000E+0,3.4802856E+0,0.0000000E+0,,,
,0.0000000E+0,3.4842860E+0,1.0000000E+0,,,
,0.0000000E+0,3.4882863E+0,0.0000000E+0,,,
,0.0000000E+0,3.4922866E+0,3.0000000E+0,,,
,0.0000000E+0,3.4962870E+0,1.0000000E+0,,,
,0.0000000E+0,3.5002873E+0,0.0000000E+0,,,
,0.0000000E+0,3.5042876E+0,0.0000000E+0,,,
,0.0000000E+0,3.5082879E+0,3.0000000E+0,,,
,0.0000000E+0,3.5122883E+0,1.0000000E+0,,,
