Parameters Labels,Par_0,Wavelength0,Exp_0,,,
,0.0000000E+0,1.7201394E+0,5.0000000E+0,,,
,0.0000000E+0,1.7241397E+0,1.0000000E+1,,,
,0.0000000E+0,1.7281401E+0,5.0000000E+0,,,
,0.0000000E+0,1.7321404E+0,7.0000000E+0,,,
,0.0000000E+0,1.7361407E+0,4.0000000E+0,,,
,0.0000000E+0,1.7401410E+0,8.0000000E+0,,,
,0.0000000E+0,1.7441414E+0,4.0000000E+0,,,
,0.0000000E+0,1.7481417E+0,3.0000000E+0,,,
,0.0000000E+0,1.7521420E+0,7.0000000E+0,,,
,0.0000000E+0,1.7561423E+0,5.0000000E+0,,,
,0.0000000E+0,1.7601427E+0,8.0000000E+0,,,
,0.0000000E+0,1.7641430E+0,6.0000000E+0,,,
,0.0000000E+0,1.7681433E+0,5.0000000E+0,,,
,0.0000000E+0,1.7721436E+0,5.0000000E+0,,,
,0.0000000E+0,1.7761440E+0,9.0000000E+0,,,
,0.0000000E+0,1.7801443E+0,6.0000000E+0,,,
,0.0000000E+0,1.7841446E+0,4.0000000E+0,,,
,0.0000000E+0,1.7881449E+0,4.0000000E+0,,,
,0.0000000E+0,1.7921453E+0,6.0000000E+0,,,
,0.0000000E+0,1.7961456E+0,4.0000000E+0,,,
,0.0000000E+0,1.8001459E+0,8.0000000E+0,,,
,0.0000000E+0,1.8041462E+0,6.0000000E+0,,,
,0.0000000E+0,1.8081465E+0,8.0000000E+0,,,
,0.0000000E+0,1.8121469E+0,1.0000000E+1,,,
,0.0000000E+0,1.8161472E+0,9.0000000E+0,,,
,0.0000000E+0,1.8201475E+0,7.0000000E+0,,,
,0.0000000E+0,1.8241478E+0,6.0000000E+0,,,
,0.0000000E+0,1.8281482E+0,5.0000000E+0,,,
,0.0000000E+0,1.8321485E+0,4.0000000E+0,,,
,0.0000000E+0,1.8361488E+0,6.0000000E+0,,,
,0.0000000E+0,1.8401491E+0,6.0000000E+0,,,
,0.0000000E+0,1.8441495E+0,3.0000000E+0,,,
,0.0000000E+0,1.8481498E+0,4.0000000E+0,,,
,0.0000000E+0,1.8521501E+0,3.0000000E+0,,,
,0.0000000E+0,1.8561504E+0,2.0000000E+0,,,
,0.0000000E+0,1.8601508E+0,5.0000000E+0,,,
,0.0000000E+0,1.8641511E+0,2.0000000E+0,,,
,0.0000000E+0,1.8681514E+0,6.0000000E+0,,,
,0.0000000E+0,1.8721517E+0,4.0000000E+0,,,
,0.0000000E+0,1.8761521E+0,5.0000000E+0,,,
,0.0000000E+0,1.8801524E+0,9.0000000E+0,,,
,0.0000000E+0,1.8841527E+0,1.0000000E+1,,,
,0.0000000E+0,1.8881530E+0,9.0000000E+0,,,
,0.0000000E+0,1.8921534E+0,9.0000000E+0,,,
,0.0000000E+0,1.8961537E+0,1.4000000E+1,,,
,0.0000000E+0,1.9001540E+0,7.0000000E+0,,,
,0.0000000E+0,1.9041543E+0,1.0000000E+0,,,
,0.0000000E+0,1.9081547E+0,1.3000000E+1,,,
,0.0000000E+0,1.9121550E+0,4.0000000E+0,,,
,0.0000000E+0,1.9161553E+0,2.0000000E+0,,,
,0.0000000E+0,1.9201556E+0,7.0000000E+0,,,
,0.0000000E+0,1.9241560E+0,9.0000000E+0,,,
,0.0000000E+0,1.9281563E+0,1.1000000E+1,,,
,0.0000000E+0,1.9321566E+0,9.0000000E+0,,,
,0.0000000E+0,1.9361569E+0,6.0000000E+0,,,
,0.0000000E+0,1.9401572E+0,6.0000000E+0,,,
,0.0000000E+0,1.9441576E+0,1.0000000E+1,,,
,0.0000000E+0,1.9481579E+0,8.0000000E+0,,,
,0.0000000E+0,1.9521582E+0,7.0000000E+0,,,
,0.0000000E+0,1.9561585E+0,7.0000000E+0,,,
,0.0000000E+0,1.9601589E+0,5.0000000E+0,,,
,0.0000000E+0,1.9641592E+0,8.0000000E+0,,,
,0.0000000E+0,1.9681595E+0,8.0000000E+0,,,
,0.0000000E+0,1.9721598E+0,2.0000000E+0,,,
,0.0000000E+0,1.9761602E+0,1.2000000E+1,,,
,0.0000000E+0,1.9801605E+0,6.0000000E+0,,,
,0.0000000E+0,1.9841608E+0,8.0000000E+0,,,
,0.0000000E+0,1.9881611E+0,6.0000000E+0,,,
,0.0000000E+0,1.9921615E+0,9.0000000E+0,,,
,0.0000000E+0,1.9961618E+0,1.0000000E+1,,,
,0.0000000E+0,2.0001621E+0,7.0000000E+0,,,
,0.0000000E+0,2.0041624E+0,1.0000000E+1,,,
,0.0000000E+0,2.0081628E+0,9.0000000E+0,,,
,0.0000000E+0,2.0121631E+0,8.0000000E+0,,,
,0.0000000E+0,2.0161634E+0,1.1000000E+1,,,
,0.0000000E+0,2.0201637E+0,1.3000000E+1,,,
,0.0000000E+0,2.0241641E+0,9.0000000E+0,,,
,0.0000000E+0,2.0281644E+0,1.0000000E+1,,,
,0.0000000E+0,2.0321647E+0,1.2000000E+1,,,
,0.0000000E+0,2.0361650E+0,7.0000000E+0,,,
,0.0000000E+0,2.0401654E+0,5.0000000E+0,,,
,0.0000000E+0,2.0441657E+0,8.0000000E+0,,,
,0.0000000E+0,2.0481660E+0,5.0000000E+0,,,
,0.0000000E+0,2.0521663E+0,8.0000000E+0,,,
,0.0000000E+0,2.0561667E+0,1.1000000E+1,,,
,0.0000000E+0,2.0601670E+0,5.0000000E+0,,,
,0.0000000E+0,2.0641673E+0,6.0000000E+0,,,
,0.0000000E+0,2.0681676E+0,8.0000000E+0,,,
,0.0000000E+0,2.0721679E+0,9.0000000E+0,,,
,0.0000000E+0,2.0761683E+0,4.0000000E+0,,,
,0.0000000E+0,2.0801686E+0,5.0000000E+0,,,
,0.0000000E+0,2.0841689E+0,8.0000000E+0,,,
,0.0000000E+0,2.0881692E+0,2.0000000E+0,,,
,0.0000000E+0,2.0921696E+0,5.0000000E+0,,,
,0.0000000E+0,2.0961699E+0,4.0000000E+0,,,
,0.0000000E+0,2.1001702E+0,4.0000000E+0,,,
,0.0000000E+0,2.1041705E+0,5.0000000E+0,,,
,0.0000000E+0,2.1081709E+0,7.0000000E+0,,,
,0.0000000E+0,2.1121712E+0,3.0000000E+0,,,
,0.0000000E+0,2.1161715E+0,6.0000000E+0,,,
,0.0000000E+0,2.1201718E+0,6.0000000E+0,,,
,0.0000000E+0,2.1241722E+0,4.0000000E+0,,,
,0.0000000E+0,2.1281725E+0,7.0000000E+0,,,
,0.0000000E+0,2.1321728E+0,3.0000000E+0,,,
,0.0000000E+0,2.1361731E+0,6.0000000E+0,,,
,0.0000000E+0,2.1401735E+0,1.0000000E+1,,,
,0.0000000E+0,2.1441738E+0,8.0000000E+0,,,
,0.0000000E+0,2.1481741E+0,5.0000000E+0,,,
,0.0000000E+0,2.1521744E+0,5.0000000E+0,,,
,0.0000000E+0,2.1561748E+0,4.0000000E+0,,,
,0.0000000E+0,2.1601751E+0,6.0000000E+0,,,
,0.0000000E+0,2.1641754E+0,8.0000000E+0,,,
,0.0000000E+0,2.1681757E+0,7.0000000E+0,,,
,0.0000000E+0,2.1721761E+0,8.0000000E+0,,,
,0.0000000E+0,2.1761764E+0,5.0000000E+0,,,
,0.0000000E+0,2.1801767E+0,4.0000000E+0,,,
,0.0000000E+0,2.1841770E+0,7.0000000E+0,,,
,0.0000000E+0,2.1881774E+0,1.0000000E+1,,,
,0.0000000E+0,2.1921777E+0,8.0000000E+0,,,
,0.0000000E+0,2.1961780E+0,7.0000000E+0,,,
,0.0000000E+0,2.2001783E+0,2.0000000E+0,,,
,0.0000000E+0,2.2041786E+0,6.0000000E+0,,,
,0.0000000E+0,2.2081790E+0,5.0000000E+0,,,
,0.0000000E+0,2.2121793E+0,4.0000000E+0,,,
,0.0000000E+0,2.2161796E+0,7.0000000E+0,,,
,0.0000000E+0,2.2201799E+0,2.0000000E+0,,,
,0.0000000E+0,2.2241803E+0,7.0000000E+0,,,
,0.0000000E+0,2.2281806E+0,9.0000000E+0,,,
,0.0000000E+0,2.2321809E+0,3.0000000E+0,,,
,0.0000000E+0,2.2361812E+0,3.0000000E+0,,,
,0.0000000E+0,2.2401816E+0,8.0000000E+0,,,
,0.0000000E+0,2.2441819E+0,7.0000000E+0,,,
,0.0000000E+0,2.2481822E+0,4.0000000E+0,,,
,0.0000000E+0,2.2521825E+0,6.0000000E+0,,,
,0.0000000E+0,2.2561829E+0,6.0000000E+0,,,
,0.0000000E+0,2.2601832E+0,6.0000000E+0,,,
,0.0000000E+0,2.2641835E+0,5.0000000E+0,,,
,0.0000000E+0,2.2681838E+0,1.0000000E+0,,,
,0.0000000E+0,2.2721842E+0,1.1000000E+1,,,
,0.0000000E+0,2.2761845E+0,8.0000000E+0,,,
,0.0000000E+0,2.2801848E+0,6.0000000E+0,,,
,0.0000000E+0,2.2841851E+0,3.0000000E+0,,,
,0.0000000E+0,2.2881855E+0,6.0000000E+0,,,
,0.0000000E+0,2.2921858E+0,6.0000000E+0,,,
,0.0000000E+0,2.2961861E+0,1.1000000E+1,,,
,0.0000000E+0,2.3001864E+0,3.0000000E+0,,,
,0.0000000E+0,2.3041868E+0,1.0000000E+1,,,
,0.0000000E+0,2.3081871E+0,1.0000000E+1,,,
,0.0000000E+0,2.3121874E+0,1.0000000E+0,,,
,0.0000000E+0,2.3161877E+0,1.4000000E+1,,,
,0.0000000E+0,2.3201880E+0,9.0000000E+0,,,
,0.0000000E+0,2.3241884E+0,3.0000000E+0,,,
,0.0000000E+0,2.3281887E+0,8.0000000E+0,,,
,0.0000000E+0,2.3321890E+0,8.0000000E+0,,,
,0.0000000E+0,2.3361893E+0,5.0000000E+0,,,
,0.0000000E+0,2.3401897E+0,1.1000000E+1,,,
,0.0000000E+0,2.3441900E+0,5.0000000E+0,,,
,0.0000000E+0,2.3481903E+0,3.0000000E+0,,,
,0.0000000E+0,2.3521906E+0,8.0000000E+0,,,
,0.0000000E+0,2.3561910E+0,3.0000000E+0,,,
,0.0000000E+0,2.3601913E+0,2.0000000E+0,,,
,0.0000000E+0,2.3641916E+0,9.0000000E+0,,,
,0.0000000E+0,2.3681919E+0,5.0000000E+0,,,
,0.0000000E+0,2.3721923E+0,8.0000000E+0,,,
,0.0000000E+0,2.3761926E+0,7.0000000E+0,,,
,0.0000000E+0,2.3801929E+0,3.0000000E+0,,,
,0.0000000E+0,2.3841932E+0,8.0000000E+0,,,
,0.0000000E+0,2.3881936E+0,8.0000000E+0,,,
,0.0000000E+0,2.3921939E+0,4.0000000E+0,,,
,0.0000000E+0,2.3961942E+0,6.0000000E+0,,,
,0.0000000E+0,2.4001945E+0,9.0000000E+0,,,
,0.0000000E+0,2.4041949E+0,7.0000000E+0,,,
,0.0000000E+0,2.4081952E+0,7.0000000E+0,,,
,0.0000000E+0,2.4121955E+0,1.0000000E+0,,,
,0.0000000E+0,2.4161958E+0,7.0000000E+0,,,
,0.0000000E+0,2.4201962E+0,1.1000000E+1,,,
,0.0000000E+0,2.4241965E+0,9.0000000E+0,,,
,0.0000000E+0,2.4281968E+0,6.0000000E+0,,,
,0.0000000E+0,2.4321971E+0,8.0000000E+0,,,
,0.0000000E+0,2.4361975E+0,6.0000000E+0,,,
,0.0000000E+0,2.4401978E+0,7.0000000E+0,,,
,0.0000000E+0,2.4441981E+0,5.0000000E+0,,,
,0.0000000E+0,2.4481984E+0,3.0000000E+0,,,
,0.0000000E+0,2.4521987E+0,6.0000000E+0,,,
,0.0000000E+0,2.4561991E+0,6.0000000E+0,,,
,0.0000000E+0,2.4601994E+0,8.0000000E+0,,,
,0.0000000E+0,2.4641997E+0,6.0000000E+0,,,
,0.0000000E+0,2.4682000E+0,6.0000000E+0,,,
,0.0000000E+0,2.4722004E+0,5.0000000E+0,,,
,0.0000000E+0,2.4762007E+0,5.0000000E+0,,,
,0.0000000E+0,2.4802010E+0,7.0000000E+0,,,
,0.0000000E+0,2.4842013E+0,9.0000000E+0,,,
,0.0000000E+0,2.4882017E+0,6.0000000E+0,,,
,0.0000000E+0,2.4922020E+0,3.0000000E+0,,,
,0.0000000E+0,2.4962023E+0,4.0000000E+0,,,
,0.0000000E+0,2.5002026E+0,8.0000000E+0,,,
,0.0000000E+0,2.5042030E+0,3.0000000E+0,,,
,0.0000000E+0,2.5082033E+0,5.0000000E+0,,,
,0.0000000E+0,2.5122036E+0,2.0000000E+0,,,
,0.0000000E+0,2.5162039E+0,8.0000000E+0,,,
,0.0000000E+0,2.5202043E+0,8.0000000E+0,,,
,0.0000000E+0,2.5242046E+0,6.0000000E+0,,,
,0.0000000E+0,2.5282049E+0,4.0000000E+0,,,
,0.0000000E+0,2.5322052E+0,1.2000000E+1,,,
,0.0000000E+0,2.5362056E+0,5.0000000E+0,,,
,0.0000000E+0,2.5402059E+0,1.1000000E+1,,,
,0.0000000E+0,2.5442062E+0,9.0000000E+0,,,
,0.0000000E+0,2.5482065E+0,9.0000000E+0,,,
,0.0000000E+0,2.5522069E+0,7.0000000E+0,,,
,0.0000000E+0,2.5562072E+0,4.0000000E+0,,,
,0.0000000E+0,2.5602075E+0,4.0000000E+0,,,
,0.0000000E+0,2.5642078E+0,4.0000000E+0,,,
,0.0000000E+0,2.5682082E+0,4.0000000E+0,,,
,0.0000000E+0,2.5722085E+0,7.0000000E+0,,,
,0.0000000E+0,2.5762088E+0,6.0000000E+0,,,
,0.0000000E+0,2.5802091E+0,6.0000000E+0,,,
,0.0000000E+0,2.5842094E+0,7.0000000E+0,,,
,0.0000000E+0,2.5882098E+0,7.0000000E+0,,,
,0.0000000E+0,2.5922101E+0,8.0000000E+0,,,
,0.0000000E+0,2.5962104E+0,3.0000000E+0,,,
,0.0000000E+0,2.6002107E+0,8.0000000E+0,,,
,0.0000000E+0,2.6042111E+0,8.0000000E+0,,,
,0.0000000E+0,2.6082114E+0,7.0000000E+0,,,
,0.0000000E+0,2.6122117E+0,4.0000000E+0,,,
,0.0000000E+0,2.6162120E+0,4.0000000E+0,,,
,0.0000000E+0,2.6202124E+0,6.0000000E+0,,,
,0.0000000E+0,2.6242127E+0,5.0000000E+0,,,
,0.0000000E+0,2.6282130E+0,6.0000000E+0,,,
,0.0000000E+0,2.6322133E+0,6.0000000E+0,,,
,0.0000000E+0,2.6362137E+0,5.0000000E+0,,,
,0.0000000E+0,2.6402140E+0,5.0000000E+0,,,
,0.0000000E+0,2.6442143E+0,6.0000000E+0,,,
,0.0000000E+0,2.6482146E+0,6.0000000E+0,,,
,0.0000000E+0,2.6522150E+0,6.0000000E+0,,,
,0.0000000E+0,2.6562153E+0,5.0000000E+0,,,
,0.0000000E+0,2.6602156E+0,8.0000000E+0,,,
,0.0000000E+0,2.6642159E+0,2.0000000E+0,,,
,0.0000000E+0,2.6682163E+0,5.0000000E+0,,,
,0.0000000E+0,2.6722166E+0,1.1000000E+1,,,
,0.0000000E+0,2.6762169E+0,8.0000000E+0,,,
,0.0000000E+0,2.6802172E+0,9.0000000E+0,,,
,0.0000000E+0,2.6842176E+0,6.0000000E+0,,,
,0.0000000E+0,2.6882179E+0,3.0000000E+0,,,
,0.0000000E+0,2.6922182E+0,7.0000000E+0,,,
,0.0000000E+0,2.6962185E+0,6.0000000E+0,,,
,0.0000000E+0,2.7002189E+0,6.0000000E+0,,,
,0.0000000E+0,2.7042192E+0,6.0000000E+0,,,
,0.0000000E+0,2.7082195E+0,5.0000000E+0,,,
,0.0000000E+0,2.7122198E+0,7.0000000E+0,,,
,0.0000000E+0,2.7162201E+0,5.0000000E+0,,,
,0.0000000E+0,2.7202205E+0,4.0000000E+0,,,
,0.0000000E+0,2.7242208E+0,5.0000000E+0,,,
,0.0000000E+0,2.7282211E+0,6.0000000E+0,,,
,0.0000000E+0,2.7322214E+0,4.0000000E+0,,,
,0.0000000E+0,2.7362218E+0,1.1000000E+1,,,
,0.0000000E+0,2.7402221E+0,1.1000000E+1,,,
,0.0000000E+0,2.7442224E+0,7.0000000E+0,,,
,0.0000000E+0,2.7482227E+0,6.0000000E+0,,,
,0.0000000E+0,2.7522231E+0,1.0000000E+0,,,
,0.0000000E+0,2.7562234E+0,6.0000000E+0,,,
,0.0000000E+0,2.7602237E+0,4.0000000E+0,,,
,0.0000000E+0,2.7642240E+0,8.0000000E+0,,,
,0.0000000E+0,2.7682244E+0,7.0000000E+0,,,
,0.0000000E+0,2.7722247E+0,7.0000000E+0,,,
,0.0000000E+0,2.7762250E+0,5.0000000E+0,,,
,0.0000000E+0,2.7802253E+0,1.2000000E+1,,,
,0.0000000E+0,2.7842257E+0,1.7000000E+1,,,
,0.0000000E+0,2.7882260E+0,2.0000000E+1,,,
,0.0000000E+0,2.7922263E+0,4.3000000E+1,,,
,0.0000000E+0,2.7962266E+0,4.0000000E+1,,,
,0.0000000E+0,2.8002270E+0,5.7000000E+1,,,
,0.0000000E+0,2.8042273E+0,1.1300000E+2,,,
,0.0000000E+0,2.8082276E+0,1.9400000E+2,,,
,0.0000000E+0,2.8122279E+0,2.2300000E+2,,,
,0.0000000E+0,2.8162283E+0,3.3900000E+2,,,
,0.0000000E+0,2.8202286E+0,4.2600000E+2,,,
,0.0000000E+0,2.8242289E+0,6.1300000E+2,,,
,0.0000000E+0,2.8282292E+0,7.8700000E+2,,,
,0.0000000E+0,2.8322296E+0,1.0300000E+3,,,
,0.0000000E+0,2.8362299E+0,1.2950000E+3,,,
,0.0000000E+0,2.8402302E+0,1.4960000E+3,,,
,0.0000000E+0,2.8442305E+0,1.8830000E+3,,,
,0.0000000E+0,2.8482308E+0,2.3340000E+3,,,
,0.0000000E+0,2.8522312E+0,2.7720000E+3,,,
,0.0000000E+0,2.8562315E+0,3.5050000E+3,,,
,0.0000000E+0,2.8602318E+0,4.3640000E+3,,,
,0.0000000E+0,2.8642321E+0,5.5390000E+3,,,
,0.0000000E+0,2.8682325E+0,7.1550000E+3,,,
,0.0000000E+0,2.8722328E+0,8.6160000E+3,,,
,0.0000000E+0,2.8762331E+0,1.0315000E+4,,,
,0.0000000E+0,2.8802334E+0,1.2050000E+4,,,
,0.0000000E+0,2.8842338E+0,1.3763000E+4,,,
,0.0000000E+0,2.8882341E+0,1.4502000E+4,,,
,0.0000000E+0,2.8922344E+0,1.5184000E+4,,,
,0.0000000E+0,2.8962347E+0,1.5146000E+4,,,
,0.0000000E+0,2.9002351E+0,1.4244000E+4,,,
,0.0000000E+0,2.9042354E+0,1.3046000E+4,,,
,0.0000000E+0,2.9082357E+0,1.1558000E+4,,,
,0.0000000E+0,2.9122360E+0,9.9080000E+3,,,
,0.0000000E+0,2.9162364E+0,8.2440000E+3,,,
,0.0000000E+0,2.9202367E+0,7.0220000E+3,,,
,0.0000000E+0,2.9242370E+0,5.8490000E+3,,,
,0.0000000E+0,2.9282373E+0,5.1740000E+3,,,
,0.0000000E+0,2.9322377E+0,4.3790000E+3,,,
,0.0000000E+0,2.9362380E+0,3.9550000E+3,,,
,0.0000000E+0,2.9402383E+0,3.7050000E+3,,,
,0.0000000E+0,2.9442386E+0,3.5050000E+3,,,
,0.0000000E+0,2.9482390E+0,3.2870000E+3,,,
,0.0000000E+0,2.9522393E+0,3.1170000E+3,,,
,0.0000000E+0,2.9562396E+0,2.9070000E+3,,,
,0.0000000E+0,2.9602399E+0,2.8120000E+3,,,
,0.0000000E+0,2.9642402E+0,2.7340000E+3,,,
,0.0000000E+0,2.9682406E+0,2.5780000E+3,,,
,0.0000000E+0,2.9722409E+0,2.4820000E+3,,,
,0.0000000E+0,2.9762412E+0,2.3010000E+3,,,
,0.0000000E+0,2.9802415E+0,2.3410000E+3,,,
,0.0000000E+0,2.9842419E+0,2.1980000E+3,,,
,0.0000000E+0,2.9882422E+0,2.1130000E+3,,,
,0.0000000E+0,2.9922425E+0,2.0320000E+3,,,
,0.0000000E+0,2.9962428E+0,1.9730000E+3,,,
,0.0000000E+0,3.0002432E+0,1.8790000E+3,,,
,0.0000000E+0,3.0042435E+0,1.8600000E+3,,,
,0.0000000E+0,3.0082438E+0,1.8720000E+3,,,
,0.0000000E+0,3.0122441E+0,1.7790000E+3,,,
,0.0000000E+0,3.0162445E+0,1.7270000E+3,,,
,0.0000000E+0,3.0202448E+0,1.6630000E+3,,,
,0.0000000E+0,3.0242451E+0,1.6710000E+3,,,
,0.0000000E+0,3.0282454E+0,1.5840000E+3,,,
,0.0000000E+0,3.0322458E+0,1.6230000E+3,,,
,0.0000000E+0,3.0362461E+0,1.5010000E+3,,,
,0.0000000E+0,3.0402464E+0,1.5280000E+3,,,
,0.0000000E+0,3.0442467E+0,1.4900000E+3,,,
,0.0000000E+0,3.0482471E+0,1.4140000E+3,,,
,0.0000000E+0,3.0522474E+0,1.4380000E+3,,,
,0.0000000E+0,3.0562477E+0,1.4150000E+3,,,
,0.0000000E+0,3.0602480E+0,1.4010000E+3,,,
,0.0000000E+0,3.0642484E+0,1.4090000E+3,,,
,0.0000000E+0,3.0682487E+0,1.3380000E+3,,,
,0.0000000E+0,3.0722490E+0,1.3280000E+3,,,
,0.0000000E+0,3.0762493E+0,1.2900000E+3,,,
,0.0000000E+0,3.0802497E+0,1.3610000E+3,,,
,0.0000000E+0,3.0842500E+0,1.2800000E+3,,,
,0.0000000E+0,3.0882503E+0,1.2040000E+3,,,
,0.0000000E+0,3.0922506E+0,1.2260000E+3,,,
,0.0000000E+0,3.0962509E+0,1.1830000E+3,,,
,0.0000000E+0,3.1002513E+0,1.1360000E+3,,,
,0.0000000E+0,3.1042516E+0,1.1280000E+3,,,
,0.0000000E+0,3.1082519E+0,1.1760000E+3,,,
,0.0000000E+0,3.1122522E+0,1.1180000E+3,,,
,0.0000000E+0,3.1162526E+0,1.1180000E+3,,,
,0.0000000E+0,3.1202529E+0,1.1050000E+3,,,
,0.0000000E+0,3.1242532E+0,1.1420000E+3,,,
,0.0000000E+0,3.1282535E+0,1.0790000E+3,,,
,0.0000000E+0,3.1322539E+0,1.0990000E+3,,,
,0.0000000E+0,3.1362542E+0,1.0010000E+3,,,
,0.0000000E+0,3.1402545E+0,9.9800000E+2,,,
,0.0000000E+0,3.1442548E+0,9.9700000E+2,,,
,0.0000000E+0,3.1482552E+0,9.4200000E+2,,,
,0.0000000E+0,3.1522555E+0,9.4700000E+2,,,
,0.0000000E+0,3.1562558E+0,9.7700000E+2,,,
,0.0000000E+0,3.1602561E+0,9.8400000E+2,,,
,0.0000000E+0,3.1642565E+0,9.8700000E+2,,,
,0.0000000E+0,3.1682568E+0,9.0800000E+2,,,
,0.0000000E+0,3.1722571E+0,9.1700000E+2,,,
,0.0000000E+0,3.1762574E+0,8.7400000E+2,,,
,0.0000000E+0,3.1802578E+0,8.6900000E+2,,,
,0.0000000E+0,3.1842581E+0,8.2000000E+2,,,
,0.0000000E+0,3.1882584E+0,8.5500000E+2,,,
,0.0000000E+0,3.1922587E+0,8.5200000E+2,,,
,0.0000000E+0,3.1962591E+0,8.1100000E+2,,,
,0.0000000E+0,3.2002594E+0,8.1000000E+2,,,
,0.0000000E+0,3.2042597E+0,7.9100000E+2,,,
,0.0000000E+0,3.2082600E+0,8.2300000E+2,,,
,0.0000000E+0,3.2122604E+0,8.0700000E+2,,,
,0.0000000E+0,3.2162607E+0,7.9900000E+2,,,
,0.0000000E+0,3.2202610E+0,7.1600000E+2,,,
,0.0000000E+0,3.2242613E+0,7.5400000E+2,,,
,0.0000000E+0,3.2282616E+0,7.9200000E+2,,,
,0.0000000E+0,3.2322620E+0,7.5400000E+2,,,
,0.0000000E+0,3.2362623E+0,7.5500000E+2,,,
,0.0000000E+0,3.2402626E+0,6.9000000E+2,,,
,0.0000000E+0,3.2442629E+0,7.3700000E+2,,,
,0.0000000E+0,3.2482633E+0,7.2200000E+2,,,
,0.0000000E+0,3.2522636E+0,6.7400000E+2,,,
,0.0000000E+0,3.2562639E+0,6.6500000E+2,,,
,0.0000000E+0,3.2602642E+0,6.3800000E+2,,,
,0.0000000E+0,3.2642646E+0,6.6400000E+2,,,
,0.0000000E+0,3.2682649E+0,6.5300000E+2,,,
,0.0000000E+0,3.2722652E+0,6.2100000E+2,,,
,0.0000000E+0,3.2762655E+0,6.4800000E+2,,,
,0.0000000E+0,3.2802659E+0,6.4400000E+2,,,
,0.0000000E+0,3.2842662E+0,6.1900000E+2,,,
,0.0000000E+0,3.2882665E+0,6.0500000E+2,,,
,0.0000000E+0,3.2922668E+0,5.8300000E+2,,,
,0.0000000E+0,3.2962672E+0,5.6100000E+2,,,
,0.0000000E+0,3.3002675E+0,6.1700000E+2,,,
,0.0000000E+0,3.3042678E+0,5.6800000E+2,,,
,0.0000000E+0,3.3082681E+0,5.9000000E+2,,,
,0.0000000E+0,3.3122685E+0,5.6900000E+2,,,
,0.0000000E+0,3.3162688E+0,5.1900000E+2,,,
,0.0000000E+0,3.3202691E+0,5.3400000E+2,,,
,0.0000000E+0,3.3242694E+0,5.6400000E+2,,,
,0.0000000E+0,3.3282698E+0,5.1100000E+2,,,
,0.0000000E+0,3.3322701E+0,5.1900000E+2,,,
,0.0000000E+0,3.3362704E+0,5.1400000E+2,,,
,0.0000000E+0,3.3402707E+0,5.4800000E+2,,,
,0.0000000E+0,3.3442711E+0,5.5500000E+2,,,
,0.0000000E+0,3.3482714E+0,4.7600000E+2,,,
,0.0000000E+0,3.3522717E+0,5.2200000E+2,,,
,0.0000000E+0,3.3562720E+0,4.7400000E+2,,,
,0.0000000E+0,3.3602723E+0,4.6500000E+2,,,
,0.0000000E+0,3.3642727E+0,4.6600000E+2,,,
,0.0000000E+0,3.3682730E+0,4.4900000E+2,,,
,0.0000000E+0,3.3722733E+0,4.9500000E+2,,,
,0.0000000E+0,3.3762736E+0,4.3800000E+2,,,
,0.0000000E+0,3.3802740E+0,4.7400000E+2,,,
,0.0000000E+0,3.3842743E+0,4.3400000E+2,,,
,0.0000000E+0,3.3882746E+0,4.1900000E+2,,,
,0.0000000E+0,3.3922749E+0,4.1200000E+2,,,
,0.0000000E+0,3.3962753E+0,4.0800000E+2,,,
,0.0000000E+0,3.4002756E+0,4.1300000E+2,,,
,0.0000000E+0,3.4042759E+0,4.2200000E+2,,,
,0.0000000E+0,3.4082762E+0,4.0100000E+2,,,
,0.0000000E+0,3.4122766E+0,4.0500000E+2,,,
,0.0000000E+0,3.4162769E+0,3.8000000E+2,,,
,0.0000000E+0,3.4202772E+0,3.8000000E+2,,,
,0.0000000E+0,3.4242775E+0,3.7200000E+2,,,
,0.0000000E+0,3.4282779E+0,3.8900000E+2,,,
,0.0000000E+0,3.4322782E+0,3.7000000E+2,,,
,0.0000000E+0,3.4362785E+0,3.7600000E+2,,,
,0.0000000E+0,3.4402788E+0,3.4900000E+2,,,
,0.0000000E+0,3.4442792E+0,3.7600000E+2,,,
,0.0000000E+0,3.4482795E+0,3.3000000E+2,,,
,0.0000000E+0,3.4522798E+0,3.6700000E+2,,,
,0.0000000E+0,3.4562801E+0,3.5000000E+2,,,
,0.0000000E+0,3.4602805E+0,3.5600000E+2,,,
,0.0000000E+0,3.4642808E+0,3.1400000E+2,,,
,0.0000000E+0,3.4682811E+0,3.3000000E+2,,,
,0.0000000E+0,3.4722814E+0,3.2400000E+2,,,
,0.0000000E+0,3.4762818E+0,3.1500000E+2,,,
,0.0000000E+0,3.4802821E+0,3.3000000E+2,,,
,0.0000000E+0,3.4842824E+0,3.3700000E+2,,,
,0.0000000E+0,3.4882827E+0,3.2600000E+2,,,
,0.0000000E+0,3.4922830E+0,2.8200000E+2,,,
,0.0000000E+0,3.4962834E+0,3.1800000E+2,,,
,0.0000000E+0,3.5002837E+0,3.1000000E+2,,,
,0.0000000E+0,3.5042840E+0,3.2800000E+2,,,
,0.0000000E+0,3.5082843E+0,2.8600000E+2,,,
,0.0000000E+0,3.5122847E+0,2.7400000E+2,,,
,0.0000000E+0,3.5162850E+0,3.0700000E+2,,,
