Parameters Labels,Par_0,Wavelength0,Exp_0,,,
,0.0000000E+0,1.7161426E+0,8.0000000E+0,,,
,0.0000000E+0,1.7201429E+0,7.0000000E+0,,,
,0.0000000E+0,1.7241433E+0,6.0000000E+0,,,
,0.0000000E+0,1.7281436E+0,7.0000000E+0,,,
,0.0000000E+0,1.7321439E+0,5.0000000E+0,,,
,0.0000000E+0,1.7361443E+0,4.0000000E+0,,,
,0.0000000E+0,1.7401446E+0,1.0000000E+0,,,
,0.0000000E+0,1.7441449E+0,6.0000000E+0,,,
,0.0000000E+0,1.7481453E+0,8.0000000E+0,,,
,0.0000000E+0,1.7521456E+0,1.1000000E+1,,,
,0.0000000E+0,1.7561459E+0,5.0000000E+0,,,
,0.0000000E+0,1.7601463E+0,4.0000000E+0,,,
,0.0000000E+0,1.7641466E+0,6.0000000E+0,,,
,0.0000000E+0,1.7681469E+0,6.0000000E+0,,,
,0.0000000E+0,1.7721473E+0,1.0000000E+1,,,
,0.0000000E+0,1.7761476E+0,9.0000000E+0,,,
,0.0000000E+0,1.7801479E+0,6.0000000E+0,,,
,0.0000000E+0,1.7841483E+0,1.0000000E+1,,,
,0.0000000E+0,1.7881486E+0,8.0000000E+0,,,
,0.0000000E+0,1.7921489E+0,7.0000000E+0,,,
,0.0000000E+0,1.7961493E+0,7.0000000E+0,,,
,0.0000000E+0,1.8001496E+0,7.0000000E+0,,,
,0.0000000E+0,1.8041499E+0,1.1000000E+1,,,
,0.0000000E+0,1.8081503E+0,7.0000000E+0,,,
,0.0000000E+0,1.8121506E+0,1.0000000E+1,,,
,0.0000000E+0,1.8161509E+0,8.0000000E+0,,,
,0.0000000E+0,1.8201513E+0,7.0000000E+0,,,
,0.0000000E+0,1.8241516E+0,5.0000000E+0,,,
,0.0000000E+0,1.8281519E+0,9.0000000E+0,,,
,0.0000000E+0,1.8321523E+0,5.0000000E+0,,,
,0.0000000E+0,1.8361526E+0,1.0000000E+1,,,
,0.0000000E+0,1.8401529E+0,6.0000000E+0,,,
,0.0000000E+0,1.8441533E+0,8.0000000E+0,,,
,0.0000000E+0,1.8481536E+0,4.0000000E+0,,,
,0.0000000E+0,1.8521539E+0,4.0000000E+0,,,
,0.0000000E+0,1.8561542E+0,9.0000000E+0,,,
,0.0000000E+0,1.8601546E+0,5.0000000E+0,,,
,0.0000000E+0,1.8641549E+0,8.0000000E+0,,,
,0.0000000E+0,1.8681552E+0,5.0000000E+0,,,
,0.0000000E+0,1.8721556E+0,7.0000000E+0,,,
,0.0000000E+0,1.8761559E+0,7.0000000E+0,,,
,0.0000000E+0,1.8801562E+0,1.1000000E+1,,,
,0.0000000E+0,1.8841566E+0,7.0000000E+0,,,
,0.0000000E+0,1.8881569E+0,6.0000000E+0,,,
,0.0000000E+0,1.8921572E+0,7.0000000E+0,,,
,0.0000000E+0,1.8961576E+0,1.0000000E+1,,,
,0.0000000E+0,1.9001579E+0,4.0000000E+0,,,
,0.0000000E+0,1.9041582E+0,9.0000000E+0,,,
,0.0000000E+0,1.9081586E+0,9.0000000E+0,,,
,0.0000000E+0,1.9121589E+0,4.0000000E+0,,,
,0.0000000E+0,1.9161592E+0,8.0000000E+0,,,
,0.0000000E+0,1.9201596E+0,3.0000000E+0,,,
,0.0000000E+0,1.9241599E+0,6.0000000E+0,,,
,0.0000000E+0,1.9281602E+0,4.0000000E+0,,,
,0.0000000E+0,1.9321606E+0,7.0000000E+0,,,
,0.0000000E+0,1.9361609E+0,4.0000000E+0,,,
,0.0000000E+0,1.9401612E+0,6.0000000E+0,,,
,0.0000000E+0,1.9441616E+0,8.0000000E+0,,,
,0.0000000E+0,1.9481619E+0,4.0000000E+0,,,
,0.0000000E+0,1.9521622E+0,5.0000000E+0,,,
,0.0000000E+0,1.9561626E+0,6.0000000E+0,,,
,0.0000000E+0,1.9601629E+0,2.0000000E+0,,,
,0.0000000E+0,1.9641632E+0,3.0000000E+0,,,
,0.0000000E+0,1.9681636E+0,9.0000000E+0,,,
,0.0000000E+0,1.9721639E+0,3.0000000E+0,,,
,0.0000000E+0,1.9761642E+0,6.0000000E+0,,,
,0.0000000E+0,1.9801646E+0,6.0000000E+0,,,
,0.0000000E+0,1.9841649E+0,1.0000000E+1,,,
,0.0000000E+0,1.9881652E+0,3.0000000E+0,,,
,0.0000000E+0,1.9921656E+0,6.0000000E+0,,,
,0.0000000E+0,1.9961659E+0,8.0000000E+0,,,
,0.0000000E+0,2.0001662E+0,6.0000000E+0,,,
,0.0000000E+0,2.0041665E+0,7.0000000E+0,,,
,0.0000000E+0,2.0081669E+0,4.0000000E+0,,,
,0.0000000E+0,2.0121672E+0,9.0000000E+0,,,
,0.0000000E+0,2.0161675E+0,2.0000000E+0,,,
,0.0000000E+0,2.0201679E+0,1.0000000E+0,,,
,0.0000000E+0,2.0241682E+0,8.0000000E+0,,,
,0.0000000E+0,2.0281685E+0,6.0000000E+0,,,
,0.0000000E+0,2.0321689E+0,5.0000000E+0,,,
,0.0000000E+0,2.0361692E+0,1.2000000E+1,,,
,0.0000000E+0,2.0401695E+0,4.0000000E+0,,,
,0.0000000E+0,2.0441699E+0,8.0000000E+0,,,
,0.0000000E+0,2.0481702E+0,6.0000000E+0,,,
,0.0000000E+0,2.0521705E+0,7.0000000E+0,,,
,0.0000000E+0,2.0561709E+0,9.0000000E+0,,,
,0.0000000E+0,2.0601712E+0,6.0000000E+0,,,
,0.0000000E+0,2.0641715E+0,8.0000000E+0,,,
,0.0000000E+0,2.0681719E+0,9.0000000E+0,,,
,0.0000000E+0,2.0721722E+0,8.0000000E+0,,,
,0.0000000E+0,2.0761725E+0,8.0000000E+0,,,
,0.0000000E+0,2.0801729E+0,6.0000000E+0,,,
,0.0000000E+0,2.0841732E+0,8.0000000E+0,,,
,0.0000000E+0,2.0881735E+0,8.0000000E+0,,,
,0.0000000E+0,2.0921739E+0,7.0000000E+0,,,
,0.0000000E+0,2.0961742E+0,8.0000000E+0,,,
,0.0000000E+0,2.1001745E+0,1.0000000E+1,,,
,0.0000000E+0,2.1041749E+0,4.0000000E+0,,,
,0.0000000E+0,2.1081752E+0,7.0000000E+0,,,
,0.0000000E+0,2.1121755E+0,1.1000000E+1,,,
,0.0000000E+0,2.1161759E+0,1.0000000E+1,,,
,0.0000000E+0,2.1201762E+0,7.0000000E+0,,,
,0.0000000E+0,2.1241765E+0,1.4000000E+1,,,
,0.0000000E+0,2.1281769E+0,1.0000000E+1,,,
,0.0000000E+0,2.1321772E+0,7.0000000E+0,,,
,0.0000000E+0,2.1361775E+0,1.0000000E+1,,,
,0.0000000E+0,2.1401779E+0,6.0000000E+0,,,
,0.0000000E+0,2.1441782E+0,5.0000000E+0,,,
,0.0000000E+0,2.1481785E+0,3.0000000E+0,,,
,0.0000000E+0,2.1521788E+0,2.0000000E+0,,,
,0.0000000E+0,2.1561792E+0,7.0000000E+0,,,
,0.0000000E+0,2.1601795E+0,1.0000000E+1,,,
,0.0000000E+0,2.1641798E+0,1.3000000E+1,,,
,0.0000000E+0,2.1681802E+0,5.0000000E+0,,,
,0.0000000E+0,2.1721805E+0,1.1000000E+1,,,
,0.0000000E+0,2.1761808E+0,3.0000000E+0,,,
,0.0000000E+0,2.1801812E+0,3.0000000E+0,,,
,0.0000000E+0,2.1841815E+0,3.0000000E+0,,,
,0.0000000E+0,2.1881818E+0,6.0000000E+0,,,
,0.0000000E+0,2.1921822E+0,9.0000000E+0,,,
,0.0000000E+0,2.1961825E+0,6.0000000E+0,,,
,0.0000000E+0,2.2001828E+0,9.0000000E+0,,,
,0.0000000E+0,2.2041832E+0,4.0000000E+0,,,
,0.0000000E+0,2.2081835E+0,7.0000000E+0,,,
,0.0000000E+0,2.2121838E+0,9.0000000E+0,,,
,0.0000000E+0,2.2161842E+0,6.0000000E+0,,,
,0.0000000E+0,2.2201845E+0,7.0000000E+0,,,
,0.0000000E+0,2.2241848E+0,7.0000000E+0,,,
,0.0000000E+0,2.2281852E+0,7.0000000E+0,,,
,0.0000000E+0,2.2321855E+0,6.0000000E+0,,,
,0.0000000E+0,2.2361858E+0,1.4000000E+1,,,
,0.0000000E+0,2.2401862E+0,8.0000000E+0,,,
,0.0000000E+0,2.2441865E+0,5.0000000E+0,,,
,0.0000000E+0,2.2481868E+0,5.0000000E+0,,,
,0.0000000E+0,2.2521872E+0,8.0000000E+0,,,
,0.0000000E+0,2.2561875E+0,1.1000000E+1,,,
,0.0000000E+0,2.2601878E+0,4.0000000E+0,,,
,0.0000000E+0,2.2641882E+0,8.0000000E+0,,,
,0.0000000E+0,2.2681885E+0,6.0000000E+0,,,
,0.0000000E+0,2.2721888E+0,1.0000000E+1,,,
,0.0000000E+0,2.2761892E+0,4.0000000E+0,,,
,0.0000000E+0,2.2801895E+0,5.0000000E+0,,,
,0.0000000E+0,2.2841898E+0,1.0000000E+1,,,
,0.0000000E+0,2.2881902E+0,3.0000000E+0,,,
,0.0000000E+0,2.2921905E+0,1.0000000E+1,,,
,0.0000000E+0,2.2961908E+0,5.0000000E+0,,,
,0.0000000E+0,2.3001911E+0,4.0000000E+0,,,
,0.0000000E+0,2.3041915E+0,1.0000000E+1,,,
,0.0000000E+0,2.3081918E+0,6.0000000E+0,,,
,0.0000000E+0,2.3121921E+0,7.0000000E+0,,,
,0.0000000E+0,2.3161925E+0,9.0000000E+0,,,
,0.0000000E+0,2.3201928E+0,7.0000000E+0,,,
,0.0000000E+0,2.3241931E+0,5.0000000E+0,,,
,0.0000000E+0,2.3281935E+0,6.0000000E+0,,,
,0.0000000E+0,2.3321938E+0,6.0000000E+0,,,
,0.0000000E+0,2.3361941E+0,7.0000000E+0,,,
,0.0000000E+0,2.3401945E+0,1.3000000E+1,,,
,0.0000000E+0,2.3441948E+0,6.0000000E+0,,,
,0.0000000E+0,2.3481951E+0,4.0000000E+0,,,
,0.0000000E+0,2.3521955E+0,5.0000000E+0,,,
,0.0000000E+0,2.3561958E+0,9.0000000E+0,,,
,0.0000000E+0,2.3601961E+0,6.0000000E+0,,,
,0.0000000E+0,2.3641965E+0,6.0000000E+0,,,
,0.0000000E+0,2.3681968E+0,7.0000000E+0,,,
,0.0000000E+0,2.3721971E+0,1.0000000E+1,,,
,0.0000000E+0,2.3761975E+0,7.0000000E+0,,,
,0.0000000E+0,2.3801978E+0,1.1000000E+1,,,
,0.0000000E+0,2.3841981E+0,9.0000000E+0,,,
,0.0000000E+0,2.3881985E+0,6.0000000E+0,,,
,0.0000000E+0,2.3921988E+0,7.0000000E+0,,,
,0.0000000E+0,2.3961991E+0,6.0000000E+0,,,
,0.0000000E+0,2.4001995E+0,1.2000000E+1,,,
,0.0000000E+0,2.4041998E+0,6.0000000E+0,,,
,0.0000000E+0,2.4082001E+0,1.1000000E+1,,,
,0.0000000E+0,2.4122005E+0,6.0000000E+0,,,
,0.0000000E+0,2.4162008E+0,5.0000000E+0,,,
,0.0000000E+0,2.4202011E+0,5.0000000E+0,,,
,0.0000000E+0,2.4242015E+0,4.0000000E+0,,,
,0.0000000E+0,2.4282018E+0,9.0000000E+0,,,
,0.0000000E+0,2.4322021E+0,9.0000000E+0,,,
,0.0000000E+0,2.4362025E+0,7.0000000E+0,,,
,0.0000000E+0,2.4402028E+0,1.1000000E+1,,,
,0.0000000E+0,2.4442031E+0,4.0000000E+0,,,
,0.0000000E+0,2.4482034E+0,6.0000000E+0,,,
,0.0000000E+0,2.4522038E+0,1.0000000E+1,,,
,0.0000000E+0,2.4562041E+0,6.0000000E+0,,,
,0.0000000E+0,2.4602044E+0,1.0000000E+1,,,
,0.0000000E+0,2.4642048E+0,6.0000000E+0,,,
,0.0000000E+0,2.4682051E+0,7.0000000E+0,,,
,0.0000000E+0,2.4722054E+0,1.1000000E+1,,,
,0.0000000E+0,2.4762058E+0,4.0000000E+0,,,
,0.0000000E+0,2.4802061E+0,1.1000000E+1,,,
,0.0000000E+0,2.4842064E+0,7.0000000E+0,,,
,0.0000000E+0,2.4882068E+0,9.0000000E+0,,,
,0.0000000E+0,2.4922071E+0,1.0000000E+1,,,
,0.0000000E+0,2.4962074E+0,6.0000000E+0,,,
,0.0000000E+0,2.5002078E+0,5.0000000E+0,,,
,0.0000000E+0,2.5042081E+0,1.2000000E+1,,,
,0.0000000E+0,2.5082084E+0,3.0000000E+0,,,
,0.0000000E+0,2.5122088E+0,6.0000000E+0,,,
,0.0000000E+0,2.5162091E+0,5.0000000E+0,,,
,0.0000000E+0,2.5202094E+0,1.2000000E+1,,,
,0.0000000E+0,2.5242098E+0,5.0000000E+0,,,
,0.0000000E+0,2.5282101E+0,5.0000000E+0,,,
,0.0000000E+0,2.5322104E+0,9.0000000E+0,,,
,0.0000000E+0,2.5362108E+0,8.0000000E+0,,,
,0.0000000E+0,2.5402111E+0,7.0000000E+0,,,
,0.0000000E+0,2.5442114E+0,7.0000000E+0,,,
,0.0000000E+0,2.5482118E+0,1.0000000E+1,,,
,0.0000000E+0,2.5522121E+0,1.3000000E+1,,,
,0.0000000E+0,2.5562124E+0,8.0000000E+0,,,
,0.0000000E+0,2.5602128E+0,8.0000000E+0,,,
,0.0000000E+0,2.5642131E+0,1.1000000E+1,,,
,0.0000000E+0,2.5682134E+0,6.0000000E+0,,,
,0.0000000E+0,2.5722138E+0,7.0000000E+0,,,
,0.0000000E+0,2.5762141E+0,5.0000000E+0,,,
,0.0000000E+0,2.5802144E+0,8.0000000E+0,,,
,0.0000000E+0,2.5842148E+0,7.0000000E+0,,,
,0.0000000E+0,2.5882151E+0,9.0000000E+0,,,
,0.0000000E+0,2.5922154E+0,5.0000000E+0,,,
,0.0000000E+0,2.5962157E+0,9.0000000E+0,,,
,0.0000000E+0,2.6002161E+0,9.0000000E+0,,,
,0.0000000E+0,2.6042164E+0,4.0000000E+0,,,
,0.0000000E+0,2.6082167E+0,5.0000000E+0,,,
,0.0000000E+0,2.6122171E+0,1.0000000E+0,,,
,0.0000000E+0,2.6162174E+0,1.3000000E+1,,,
,0.0000000E+0,2.6202177E+0,9.0000000E+0,,,
,0.0000000E+0,2.6242181E+0,1.0000000E+1,,,
,0.0000000E+0,2.6282184E+0,8.0000000E+0,,,
,0.0000000E+0,2.6322187E+0,1.4000000E+1,,,
,0.0000000E+0,2.6362191E+0,4.0000000E+0,,,
,0.0000000E+0,2.6402194E+0,8.0000000E+0,,,
,0.0000000E+0,2.6442197E+0,5.0000000E+0,,,
,0.0000000E+0,2.6482201E+0,4.0000000E+0,,,
,0.0000000E+0,2.6522204E+0,1.2000000E+1,,,
,0.0000000E+0,2.6562207E+0,1.0000000E+1,,,
,0.0000000E+0,2.6602211E+0,6.0000000E+0,,,
,0.0000000E+0,2.6642214E+0,1.0000000E+1,,,
,0.0000000E+0,2.6682217E+0,6.0000000E+0,,,
,0.0000000E+0,2.6722221E+0,5.0000000E+0,,,
,0.0000000E+0,2.6762224E+0,5.0000000E+0,,,
,0.0000000E+0,2.6802227E+0,8.0000000E+0,,,
,0.0000000E+0,2.6842231E+0,6.0000000E+0,,,
,0.0000000E+0,2.6882234E+0,8.0000000E+0,,,
,0.0000000E+0,2.6922237E+0,9.0000000E+0,,,
,0.0000000E+0,2.6962241E+0,8.0000000E+0,,,
,0.0000000E+0,2.7002244E+0,5.0000000E+0,,,
,0.0000000E+0,2.7042247E+0,6.0000000E+0,,,
,0.0000000E+0,2.7082251E+0,8.0000000E+0,,,
,0.0000000E+0,2.7122254E+0,1.3000000E+1,,,
,0.0000000E+0,2.7162257E+0,1.0000000E+1,,,
,0.0000000E+0,2.7202261E+0,1.1000000E+1,,,
,0.0000000E+0,2.7242264E+0,1.1000000E+1,,,
,0.0000000E+0,2.7282267E+0,7.0000000E+0,,,
,0.0000000E+0,2.7322271E+0,3.0000000E+0,,,
,0.0000000E+0,2.7362274E+0,1.1000000E+1,,,
,0.0000000E+0,2.7402277E+0,8.0000000E+0,,,
,0.0000000E+0,2.7442280E+0,9.0000000E+0,,,
,0.0000000E+0,2.7482284E+0,1.1000000E+1,,,
,0.0000000E+0,2.7522287E+0,8.0000000E+0,,,
,0.0000000E+0,2.7562290E+0,8.0000000E+0,,,
,0.0000000E+0,2.7602294E+0,9.0000000E+0,,,
,0.0000000E+0,2.7642297E+0,6.0000000E+0,,,
,0.0000000E+0,2.7682300E+0,1.2000000E+1,,,
,0.0000000E+0,2.7722304E+0,1.0000000E+1,,,
,0.0000000E+0,2.7762307E+0,7.0000000E+0,,,
,0.0000000E+0,2.7802310E+0,6.0000000E+0,,,
,0.0000000E+0,2.7842314E+0,6.0000000E+0,,,
,0.0000000E+0,2.7882317E+0,5.0000000E+0,,,
,0.0000000E+0,2.7922320E+0,8.0000000E+0,,,
,0.0000000E+0,2.7962324E+0,9.0000000E+0,,,
,0.0000000E+0,2.8002327E+0,7.0000000E+0,,,
,0.0000000E+0,2.8042330E+0,9.0000000E+0,,,
,0.0000000E+0,2.8082334E+0,1.3000000E+1,,,
,0.0000000E+0,2.8122337E+0,8.0000000E+0,,,
,0.0000000E+0,2.8162340E+0,1.2000000E+1,,,
,0.0000000E+0,2.8202344E+0,5.0000000E+0,,,
,0.0000000E+0,2.8242347E+0,9.0000000E+0,,,
,0.0000000E+0,2.8282350E+0,6.0000000E+0,,,
,0.0000000E+0,2.8322354E+0,4.0000000E+0,,,
,0.0000000E+0,2.8362357E+0,1.7000000E+1,,,
,0.0000000E+0,2.8402360E+0,8.0000000E+0,,,
,0.0000000E+0,2.8442364E+0,1.3000000E+1,,,
,0.0000000E+0,2.8482367E+0,7.0000000E+0,,,
,0.0000000E+0,2.8522370E+0,1.1000000E+1,,,
,0.0000000E+0,2.8562374E+0,1.2000000E+1,,,
,0.0000000E+0,2.8602377E+0,4.0000000E+0,,,
,0.0000000E+0,2.8642380E+0,8.0000000E+0,,,
,0.0000000E+0,2.8682384E+0,9.0000000E+0,,,
,0.0000000E+0,2.8722387E+0,1.1000000E+1,,,
,0.0000000E+0,2.8762390E+0,1.4000000E+1,,,
,0.0000000E+0,2.8802394E+0,1.4000000E+1,,,
,0.0000000E+0,2.8842397E+0,1.5000000E+1,,,
,0.0000000E+0,2.8882400E+0,1.6000000E+1,,,
,0.0000000E+0,2.8922403E+0,1.7000000E+1,,,
,0.0000000E+0,2.8962407E+0,2.0000000E+1,,,
,0.0000000E+0,2.9002410E+0,1.1000000E+1,,,
,0.0000000E+0,2.9042413E+0,1.9000000E+1,,,
,0.0000000E+0,2.9082417E+0,2.0000000E+1,,,
,0.0000000E+0,2.9122420E+0,1.2000000E+1,,,
,0.0000000E+0,2.9162423E+0,2.7000000E+1,,,
,0.0000000E+0,2.9202427E+0,2.2000000E+1,,,
,0.0000000E+0,2.9242430E+0,2.8000000E+1,,,
,0.0000000E+0,2.9282433E+0,2.5000000E+1,,,
,0.0000000E+0,2.9322437E+0,2.5000000E+1,,,
,0.0000000E+0,2.9362440E+0,3.0000000E+1,,,
,0.0000000E+0,2.9402443E+0,3.4000000E+1,,,
,0.0000000E+0,2.9442447E+0,4.3000000E+1,,,
,0.0000000E+0,2.9482450E+0,2.7000000E+1,,,
,0.0000000E+0,2.9522453E+0,4.0000000E+1,,,
,0.0000000E+0,2.9562457E+0,5.0000000E+1,,,
,0.0000000E+0,2.9602460E+0,5.5000000E+1,,,
,0.0000000E+0,2.9642463E+0,6.3000000E+1,,,
,0.0000000E+0,2.9682467E+0,8.1000000E+1,,,
,0.0000000E+0,2.9722470E+0,8.5000000E+1,,,
,0.0000000E+0,2.9762473E+0,9.0000000E+1,,,
,0.0000000E+0,2.9802477E+0,9.2000000E+1,,,
,0.0000000E+0,2.9842480E+0,9.0000000E+1,,,
,0.0000000E+0,2.9882483E+0,8.1000000E+1,,,
,0.0000000E+0,2.9922487E+0,9.9000000E+1,,,
,0.0000000E+0,2.9962490E+0,1.0300000E+2,,,
,0.0000000E+0,3.0002493E+0,9.6000000E+1,,,
,0.0000000E+0,3.0042497E+0,9.3000000E+1,,,
,0.0000000E+0,3.0082500E+0,8.7000000E+1,,,
,0.0000000E+0,3.0122503E+0,1.0000000E+2,,,
,0.0000000E+0,3.0162507E+0,9.2000000E+1,,,
,0.0000000E+0,3.0202510E+0,9.1000000E+1,,,
,0.0000000E+0,3.0242513E+0,1.0900000E+2,,,
,0.0000000E+0,3.0282517E+0,8.1000000E+1,,,
,0.0000000E+0,3.0322520E+0,8.4000000E+1,,,
,0.0000000E+0,3.0362523E+0,7.2000000E+1,,,
,0.0000000E+0,3.0402526E+0,8.0000000E+1,,,
,0.0000000E+0,3.0442530E+0,6.1000000E+1,,,
,0.0000000E+0,3.0482533E+0,7.0000000E+1,,,
,0.0000000E+0,3.0522536E+0,6.0000000E+1,,,
,0.0000000E+0,3.0562540E+0,7.2000000E+1,,,
,0.0000000E+0,3.0602543E+0,7.6000000E+1,,,
,0.0000000E+0,3.0642546E+0,7.3000000E+1,,,
,0.0000000E+0,3.0682550E+0,6.3000000E+1,,,
,0.0000000E+0,3.0722553E+0,4.6000000E+1,,,
,0.0000000E+0,3.0762556E+0,6.9000000E+1,,,
,0.0000000E+0,3.0802560E+0,5.4000000E+1,,,
,0.0000000E+0,3.0842563E+0,6.5000000E+1,,,
,0.0000000E+0,3.0882566E+0,4.4000000E+1,,,
,0.0000000E+0,3.0922570E+0,5.0000000E+1,,,
,0.0000000E+0,3.0962573E+0,6.1000000E+1,,,
,0.0000000E+0,3.1002576E+0,5.5000000E+1,,,
,0.0000000E+0,3.1042580E+0,5.4000000E+1,,,
,0.0000000E+0,3.1082583E+0,5.2000000E+1,,,
,0.0000000E+0,3.1122586E+0,4.1000000E+1,,,
,0.0000000E+0,3.1162590E+0,4.4000000E+1,,,
,0.0000000E+0,3.1202593E+0,5.2000000E+1,,,
,0.0000000E+0,3.1242596E+0,4.2000000E+1,,,
,0.0000000E+0,3.1282600E+0,3.0000000E+1,,,
,0.0000000E+0,3.1322603E+0,3.9000000E+1,,,
,0.0000000E+0,3.1362606E+0,4.3000000E+1,,,
,0.0000000E+0,3.1402610E+0,4.9000000E+1,,,
,0.0000000E+0,3.1442613E+0,4.4000000E+1,,,
,0.0000000E+0,3.1482616E+0,4.1000000E+1,,,
,0.0000000E+0,3.1522620E+0,5.0000000E+1,,,
,0.0000000E+0,3.1562623E+0,4.0000000E+1,,,
,0.0000000E+0,3.1602626E+0,4.0000000E+1,,,
,0.0000000E+0,3.1642630E+0,3.1000000E+1,,,
,0.0000000E+0,3.1682633E+0,4.4000000E+1,,,
,0.0000000E+0,3.1722636E+0,3.6000000E+1,,,
,0.0000000E+0,3.1762640E+0,4.5000000E+1,,,
,0.0000000E+0,3.1802643E+0,4.6000000E+1,,,
,0.0000000E+0,3.1842646E+0,4.2000000E+1,,,
,0.0000000E+0,3.1882649E+0,4.1000000E+1,,,
,0.0000000E+0,3.1922653E+0,3.7000000E+1,,,
,0.0000000E+0,3.1962656E+0,3.3000000E+1,,,
,0.0000000E+0,3.2002659E+0,3.4000000E+1,,,
,0.0000000E+0,3.2042663E+0,3.0000000E+1,,,
,0.0000000E+0,3.2082666E+0,4.0000000E+1,,,
,0.0000000E+0,3.2122669E+0,3.9000000E+1,,,
,0.0000000E+0,3.2162673E+0,3.1000000E+1,,,
,0.0000000E+0,3.2202676E+0,3.3000000E+1,,,
,0.0000000E+0,3.2242679E+0,3.8000000E+1,,,
,0.0000000E+0,3.2282683E+0,3.2000000E+1,,,
,0.0000000E+0,3.2322686E+0,3.2000000E+1,,,
,0.0000000E+0,3.2362689E+0,2.9000000E+1,,,
,0.0000000E+0,3.2402693E+0,3.6000000E+1,,,
,0.0000000E+0,3.2442696E+0,3.8000000E+1,,,
,0.0000000E+0,3.2482699E+0,4.3000000E+1,,,
,0.0000000E+0,3.2522703E+0,3.4000000E+1,,,
,0.0000000E+0,3.2562706E+0,3.1000000E+1,,,
,0.0000000E+0,3.2602709E+0,3.3000000E+1,,,
,0.0000000E+0,3.2642713E+0,2.8000000E+1,,,
,0.0000000E+0,3.2682716E+0,2.7000000E+1,,,
,0.0000000E+0,3.2722719E+0,4.2000000E+1,,,
,0.0000000E+0,3.2762723E+0,2.6000000E+1,,,
,0.0000000E+0,3.2802726E+0,3.8000000E+1,,,
,0.0000000E+0,3.2842729E+0,3.9000000E+1,,,
,0.0000000E+0,3.2882733E+0,3.9000000E+1,,,
,0.0000000E+0,3.2922736E+0,2.7000000E+1,,,
,0.0000000E+0,3.2962739E+0,2.7000000E+1,,,
,0.0000000E+0,3.3002743E+0,3.0000000E+1,,,
,0.0000000E+0,3.3042746E+0,2.0000000E+1,,,
,0.0000000E+0,3.3082749E+0,3.0000000E+1,,,
,0.0000000E+0,3.3122753E+0,3.0000000E+1,,,
,0.0000000E+0,3.3162756E+0,2.9000000E+1,,,
,0.0000000E+0,3.3202759E+0,3.0000000E+1,,,
,0.0000000E+0,3.3242763E+0,2.5000000E+1,,,
,0.0000000E+0,3.3282766E+0,2.3000000E+1,,,
,0.0000000E+0,3.3322769E+0,2.7000000E+1,,,
,0.0000000E+0,3.3362772E+0,2.3000000E+1,,,
,0.0000000E+0,3.3402776E+0,2.3000000E+1,,,
,0.0000000E+0,3.3442779E+0,2.1000000E+1,,,
,0.0000000E+0,3.3482782E+0,3.4000000E+1,,,
,0.0000000E+0,3.3522786E+0,2.4000000E+1,,,
,0.0000000E+0,3.3562789E+0,2.7000000E+1,,,
,0.0000000E+0,3.3602792E+0,2.1000000E+1,,,
,0.0000000E+0,3.3642796E+0,1.8000000E+1,,,
,0.0000000E+0,3.3682799E+0,2.3000000E+1,,,
,0.0000000E+0,3.3722802E+0,3.5000000E+1,,,
,0.0000000E+0,3.3762806E+0,2.9000000E+1,,,
,0.0000000E+0,3.3802809E+0,2.5000000E+1,,,
,0.0000000E+0,3.3842812E+0,3.0000000E+1,,,
,0.0000000E+0,3.3882816E+0,3.2000000E+1,,,
,0.0000000E+0,3.3922819E+0,2.2000000E+1,,,
,0.0000000E+0,3.3962822E+0,2.2000000E+1,,,
,0.0000000E+0,3.4002826E+0,1.8000000E+1,,,
,0.0000000E+0,3.4042829E+0,2.5000000E+1,,,
,0.0000000E+0,3.4082832E+0,2.6000000E+1,,,
,0.0000000E+0,3.4122836E+0,3.3000000E+1,,,
,0.0000000E+0,3.4162839E+0,2.5000000E+1,,,
,0.0000000E+0,3.4202842E+0,2.3000000E+1,,,
,0.0000000E+0,3.4242846E+0,1.9000000E+1,,,
,0.0000000E+0,3.4282849E+0,3.8000000E+1,,,
,0.0000000E+0,3.4322852E+0,1.3000000E+1,,,
,0.0000000E+0,3.4362856E+0,2.1000000E+1,,,
,0.0000000E+0,3.4402859E+0,1.8000000E+1,,,
,0.0000000E+0,3.4442862E+0,2.3000000E+1,,,
,0.0000000E+0,3.4482866E+0,2.2000000E+1,,,
,0.0000000E+0,3.4522869E+0,2.1000000E+1,,,
,0.0000000E+0,3.4562872E+0,2.1000000E+1,,,
,0.0000000E+0,3.4602876E+0,1.9000000E+1,,,
,0.0000000E+0,3.4642879E+0,1.9000000E+1,,,
,0.0000000E+0,3.4682882E+0,2.7000000E+1,,,
,0.0000000E+0,3.4722886E+0,1.6000000E+1,,,
,0.0000000E+0,3.4762889E+0,2.2000000E+1,,,
,0.0000000E+0,3.4802892E+0,2.0000000E+1,,,
,0.0000000E+0,3.4842895E+0,2.7000000E+1,,,
,0.0000000E+0,3.4882899E+0,2.0000000E+1,,,
,0.0000000E+0,3.4922902E+0,1.8000000E+1,,,
,0.0000000E+0,3.4962905E+0,2.0000000E+1,,,
,0.0000000E+0,3.5002909E+0,2.2000000E+1,,,
,0.0000000E+0,3.5042912E+0,1.7000000E+1,,,
,0.0000000E+0,3.5082915E+0,1.6000000E+1,,,
,0.0000000E+0,3.5122919E+0,1.0000000E+1,,,
